	en	pl	de	fr	zh	pt	ru	es
Incident_02_Result_01A	“The fire was extinguished before our planes sustained any serious damage, sir. Unfortunately, one of our units suffered burns and had to be transported to the sick bay for immediate treatment.”	"Pożar został ugaszony, zanim nasze samoloty doznały poważnych uszkodzeń, sir. Niestety, jedna z naszych jednostek doznała poparzeń i musiała zostać przetransportowana do ambulatorium na natychmiastowe leczenie."	„Der Brand wurde gelöscht, bevor unsere Flugzeuge ernst beschädigt wurden, Sir. Leider erlitten die Mitglieder einer unserer Einheiten Verbrennungen und sie mussten sofort auf die Krankenstation zwecks sofortiger Behandlung verbracht werden.“	« L’incendie a été éteint avant que nos avions ont subi des dégâts importants, sir. Malheureusement, un individu a subi des brûlures et a dû être transporté à l’infirmerie pour y être soignée immédiatement. »	“长官， 在我们的飞机遭受任何严重损坏之前， 大火就被扑灭了。 不幸的是， 我们的一位人员被烧伤， 不得不被送往病房接受治疗。 ”	"O incêndio foi apagado antes de danificar os nossos aviões, sir. Infelizmente, uma das nossas unidades sofreu queimaduras e teve ser transportada à enfermaria a um tratamento imediato.”	«Пожар был потушен до того, как наши самолеты получили серьезные повреждения, сэр. К сожалению, одна из наших единиц получила ожоги и потребовалось переведение в лазарет для срочного лечения».	«El incendio se ha apagado, antes de que nuestros aviones reciban daños graves, Sir. Desgraciadamente, una de nuestras unidades ha sufrido quemaduras y ha tenido que ser llevada a la enfermería para un tratamiento inmediato.»
Incident_02_Result_01B	“The fire was extinguished without serious damage to our planes or injuries to our crew. Good call, sir.”	"Pożar został ugaszony bez poważnych uszkodzeń samolotów i obrażeń załogi. Dobra decyzja, sir".	„Der Brand wurde gelöscht, weder die Flugzeuge noch die Mannschaft erlitten einen Schaden. Gute Entscheidung, Sir“.	« L’incendie a été éteint sans causer de dégâts importants des avions ou des blessures graves de l’équipage. Bonne décision, sir ».	“大火被扑灭， 没有对我们的飞机造成严重损坏， 也没有对我们的人员造成伤害。 你的决定真的很明智。 ”	"O incêndio foi apagado sem danificações graves de aviões ou lesões na tripulação. Boa decisão, sir".	«Пожар был потушен без серьезных повреждений самолетов и травм членов экипажа. Хорошее решение, сэр».	«El incendio ha sido apagado sin consecuencias graves para los aviones y sin lesiones en la tripulación. Buena decisión, Sir.»
Incident_02_Result_02	“Our crew in the hangar managed to extinguish the fire, sir—but three of our squadrons suffered severe damage.”	"Nasza załoga w hangarze zdołała ugasić pożar, sir, ale trzy z naszych eskadr doznały poważnych uszkodzeń.	„Unsere Mannschaft im Hangar hat das Feuer gelöscht, Sir, aber drei unserer Staffeln wurden ernst beschädigt.	« Notre équipage de hangar a réussi à éteindre l’incendie, sir, mais trois de nos escadres ont subi des dégâts importants.	“我们在机库的人员扑灭了大火， 但我们的三个飞行中队遭受了严重破坏。 ”	"A nossa tripulação no hangar conseguiu apagar o incêndio, sir, mas três das nossas esquadras sofreram danificações graves.	«Нашему экипажу в ангаре удалось потушить пожар, сэр, но три наших эскадрильи получили серьезные повреждения».	«Nuestra tripulación en el hangar ha conseguido apagar el incendio, Sir, pero tres de nuestras escuadras han sufrido lesiones graves.
Incident_03_Fluff	“Admiral, a submarine has been detected nearby—most likely it’s the Japanese. We can try to evade them, but they might attack us. Alternatively, we could send out our escort ships as a decoy to draw them away—or to attack.”	"Admirale, w pobliżu wykryto okręt podwodny - najprawdopodobniej to Japończycy. Możemy spróbować ich ominąć, ale mogą nas zaatakować. Alternatywnie możemy zaatakować lub wysłać nasze okręty eskorty jako wabik, aby ich odciągnąć."	„Admiral, in der Nähe wurde ein U-Boot gesichtet - höchstwahrscheinlich sind das die Japaner. Wir können versuchen sie zu umfahren, aber sie können uns angreifen. Alternativ, wir können sie angreifen oder unsere Geleitschiffe als Köder schicken, um sie wegzulocken.	« Amiral, nous avons détecté un sous-marins, il est probable que ce soit les japonais. Nous pouvons essayer de les éviter mais ils peuvent nous attaques. Sinon, nous pouvons les attaquer et envoyer nos navires d’escorte comme un leurre pour les détourner. »	“上将， 附近发现了一艘潜艇  ——  很可能是日本人的。 我们可以尝试躲避他们， 但他们可能会攻击我们。 或者， 我们可以派出我们的护卫舰作为诱饵， 将他们引走  ——  或者发动攻击。  ”	"Almirante, nas proximidades foi detetado um submarino. Provavelmente são os japoneses. Podemos tentar omiti-los, mas pode atacar-nos. Alternativamente, podemos atacar ou enviar os nossos navios de escolta como uma isca para os afastar.”	«Адмирал, поблизости обнаружена вражеская подводная лодка, вероятно, это Японцы. Мы можем попытаться обойти их, но они могут пойти в атаку. Либо мы можем нанести удар или отправить наши эскортные корабли в качестве приманки, чтобы отвлечь их».	«Almirante, en las proximidades se ha detectado un submarino. Lo más probable es que sean japoneses. Podemos intentar esquivarlos, pero nos pueden atacar. Alternativamente, podemos atacar o enviar nuestros buques de escolta como un cebo para distraerlos.»
Incident_03_Option_01	TRY TO EVADE IT	SPRÓBUJ JE OMINĄĆ	VERSUCHE SIE ZU UMFAHREN	ESSAYEZ DE LES ÉVITER	逃离它	TENTE OMITI-LOS	ПОПЫТАТЬСЯ ОБОЙТИ ИХ	INTENTE OMITIRLOS
Incident_03_Costs_01	One crew unit dies.	Ginie jedna jednostka załogi.	Eine Mannschaftseinheit kommt ums Leben.	Une unité de l’équipage est morte.	一位人员死亡。	Morre um tripulante.	Погибает одна единица экипажа.	Muere una unidad de tripulación.
Incident_03_Option_02	SEND ESCORT AS DECOY	WYŚLIJ ESKORTĘ JAKO PRZYNĘTĘ	SCHICKE GELEITSCHUTZ ALS KÖDER	ENVOYEZ UNE ESCORTE COMME UN LEURRE	派出护卫舰作为诱饵	ENVIE A ESCOLTA COMO UMA ISCA	ОТПРАВИТЬ ЭСКОРТ В КАЧЕСТВЕ ПРИМАНКИ	ENVIAR ESCOLTA COMO CEBO
Incident_03_Costs_02A	(70% chance) An escort ship is damaged and must return to Pearl Harbor.	(70% szans) Okręt eskorty zostaje uszkodzony i musi zawrócić do Pearl Harbor.	(70% Chancen) Das Geleitschutz-Schiff wird beschädigt und muss nach Pearl Harbor zurückkehren.	(70 % de chance de réussite) Le navire d’escorte est endommagé et doit retourner à Pearl Harbor.	（70% 几率）一艘护卫舰受损， 必须返回珍珠港。	(Probabilidade 70%) O navio de escolta é danificado e deve voltar a Pearl Harbor.	(70% вероятности) Эскортный корабль получает повреждения и должен вернуться на Перл-Харбор.	(Probabilidad 70 %) El buque de escolta queda dañado y tiene que volver a Pearl Harbor.
Incident_03_Costs_02B	(30% chance) An escort ship returns undamaged.	(30% szans) Statek eskorty wraca nieuszkodzony.	(30% Chancen) Das Geleitschutz kommt unversehrt zurück.	(30 % de chance de réussite) Navire de l’escorte retourne endommagé.	（30% 的几率）一艘护航舰完好无损地返回。	(Probabilidade 30%) O navio de escolta volta sem danificações.	(30% вероятности) Эскортный корабль возвращается без повреждений.	(Probabilidad 30 %) El buque de escolta vuelve sin daños.
Incident_03_Option_03	SEND DESTROYERS TO ATTACK	WYŚLIJ NISZCZYCIELE DO ATAKU	SCHICKE ZERSTÖRER ZUM ANGRIFF	ENVOYEZ DES DESTROYERS À ATTAQUER	派遣驱逐舰发起攻击	ENVIE OS DESTRÓIERS AO ATAQUE	ОТПРАВИТЬ В АТАКУ ЭСКАДРЕННЫЕ МИНОНОСЦЫ	ENVIAR DESTRUCTORES AL ATAQUE
Incident_03_Costs_03	No negative consequences.	Brak negatywnych konsekwencji.	Keine negativen Konsequenzen.	Aucune conséquence négative.	没有出现负面后果。	Sem consequências negativas.	Нет негативных последствий.	Sin consecuencias negativas.
Incident_03_Result_01	“We were hit by a torpedo, sir. An accident caused by the impact killed an entire unit of our crew.”	"Zostaliśmy trafieni przez torpedę, sir. Wypadek spowodowany uderzeniem zabił cały oddział załogi".	„Wir wurden von einem Torpedo getroffen, Sir. Der Unfall infolge des Schlags hat Mitglieder der gesamten Einheit getötet“.	« Nous avons été touchés par une torpille, sir. Suite à l’accident causé par l'impact, toute une divisions de l’équipage été tué. »	“我们被鱼雷击中了， 长官。 一次撞击导致我们全体船员丧生。 ”	"Fomos atingidos por um torpedo, sir. O acidente provocado pelo impacto matou um esquadrão inteiro da tripulação”.	«В нас попала торпеда, сэр. В результате происшествия, вызванного ударом, погибло все отделение экипажа».	«Hemos sido alcanzados por un torpedo, Sir. El accidente ha matado todo un escuadrón de tripulación.»
Incident_03_Result_02A	“Our diversion was successful, sir, but the ship we sent out was damaged in the process. It was forced to return to Pearl Harbor.”	"Nasza dywersja się powiodła, sir, ale okręt, który wysłaliśmy, został uszkodzony. Został zmuszony do powrotu do Pearl Harbor".	„Unsere Diversion ist gelungen, Sir, aber das Schiff, das wir geschickt haben, wurde beschädigt. Es wurde gezwungen, nach Pearl Harbor zurückzukehren.	« Notre manœuvre de diversion a réussi, sir, mais le navire que nous avons envoyé a été endommagé. Il a dû retourner à Pearl Harbor. »	“逃离成功了， 长官， 但我们派出的船在这个过程中受损， 它被迫返回珍珠港。 ”	"A nossa diversão teve êxito, sir, mas o navio enviado foi danificado.. Teve de voltar a Pearl Harbor”.	«Наша диверсия была успешной, сэр, но корабль, который мы отправили, получил повреждения. Он был вынужден вернуться на Перл-Харбор».	«Nuestra diversión ha tenido éxito, Sir. Sin embargo, el buque que hemos enviado ha sido destruido. Ha tenido que volver a Pearl Harbor.»
Incident_03_Result_02B	“The diversion was successful, sir! Our ship managed to get away without a scratch. We’re now back on course.”	"Dywersja się udała, sir! Naszemu statkowi udało się uciec bez zadrapania. Wracamy na kurs".	„Die Diversion ist gelungen, Sir! Unserem Schiff ist es gelungen, unversehrt davonzukommen. Wir nehmen den alten Kurs“.	« Nous avons réussi notre manœuvre de diversion, sir ! Notre navire a réussi à s’échapper indemne. Nous revenons sur le cap ».	“逃离成功了， 长官！我们的船成功地逃走了。 我们现在回到了航线上。 ”	"A diversão teve êxito, sir! O nosso navio conseguiu fugir sem danificações. Retornamos ao curso".	«Диверсия оказалась успешной, сэр! Нашему кораблю удалось спастись без единой царапины. Возвращаемся на курс».	«¡La diversión ha tenido éxito, Sir! Nuestro buque ha conseguido escaparse sin daños. Volvemos al rumbo.»
Incident_03_Result_03	“Our destroyers took out the submarine, sir. We’re now safe and back on course.”	"Nasze niszczyciele zniszczyły okręt podwodny, sir. Jesteśmy teraz bezpieczni i wracamy na kurs".	„Unsere Zerstörer haben das U-Boot zerstört, Sir. Wir sind jetzt sicher und nehmen den alten Kurs“.	« Nos destroyers ont détruits un sous-marin, sir. Maintenant, nous sommes en toute sécurité et nous revenons sur le cap. »	“长官， 我们的驱逐舰摧毁了潜艇。 我们现在安全了， 并且回到了航线上。 ”	"Os seus destróiers destruíram um submarino, sir. Agora estamos seguros e retornamos ao curso".	«Наши эскадренные миноносцы уничтожили подводную лодку, сэр. Нам ничто не угрожает, возвращаемся на курс».	«Nuestros destructores han destruido un submarino, Sir. Ahora estamos seguros y volvemos al rumbo.»
Incident_04_Fluff	“Admiral, water has breached the hull—there’s flooding below deck. We could stop the carrier while our teams down there try to deal with it, or we can send more crew to help fix it sooner.”	"Admirale, woda przedostała się do kadłuba - pod pokładem jest powódź. Możemy zatrzymać lotniskowiec, podczas gdy nasze ekipy na dole będą próbowały sobie z tym poradzić, lub możemy wysłać więcej załogi, aby pomogła szybciej to naprawić."	„Admiral, das Wasser ist in den Rumpf gekommen - unter dem Deck gibt es eine Überflutung. Wir können den Flugzeugträger stoppen und in dieser Zeit werden unsere Leute unten versuchen, Abhilfe zu schaffen, oder wir können mehr Mannschaft schicken, damit die Sache schneller erledigt wird.“	« Amiral, l’eau a pénétré dans le coque - il y a une inondation sous le pont. Nous pouvons arrêter le porte-avion pendant que nos équipes sous le pont vont essayer de s’en débrouiller ou bien nous pouvons envoyer plus d’équipage pour qu’il puisse le réparer au plus vite possible.	“海军上将， 船体进水了  ——  甲板下进水了。 我们可以让航母停下来， 让位于下面的人员自行处理， 或者我们可以派更多的人员帮助尽快修复它。 ”	"Almirante, há água no casco - há inundação debaixo do bordo. *Podemos parar o porta-aviões enquanto as nossas equipas lá em baixo tentarem resolver o problema ou podemos enviar mais tripulação para ajudar a resolver o problema mais rápido”.	«Адмирал, вода проникла в корпус: под палубой затопление. Мы можем остановить авианосец, пока наши команды внизу будут пытаться справиться с этим, или можем послать больше членов экипажа, чтобы помочь им быстрее устранить проблему».	«Almirante, hay agua en el caso. Debajo de la cubierta hay una inundación. Podemos parar el portaaviones mientras que nuestros equipos abajo van a intentar solucionarlo o podemos enviar más tripulación para que ayude a repararlo más rápidamente.»
Incident_04_Option_01	STOP THE CARRIER	ZATRZYMAJ LOTNISKOWIEC	STOPPE DEN FLUGZEUGTRÄGER	ARRÊTEZ LE PORTE-AVION	停止航母	PARE O PORTA-AVIÕES	ОСТАНОВИТЬ АВИАНОСЕЦ	PARAR EL PORTAAVIONES
Incident_04_Costs_01	You lose 8 hours of time.	Tracisz 8 godzin.	Du verlierst 8 Stunden.	Vous perdez 8 heures	你失去了8个小时的时间。	Perde 8 horas	Тратите 8 часов.	Pierde 8 horas
Incident_04_Option_02	SEND ADDITIONAL UNITS	WYŚLIJ DODATKOWE JEDNOSTKI	SCHICKE ZUSÄTZLICHE EINHEITEN	ENVOYEZ DES INDIVIDUS SUPPLÉMENTAIRES	调遣额外的人员	ENVIAR MAIS PESSOAL	ОТПРАВИТЬ ДОПОЛНИТЕЛЬНЫЕ ЕДИНИЦЫ	ENVIAR MÁS UNIDADES
Incident_04_Costs_02A	(70% chance) One crew unit is critically injured.	(70% szans) Jeden członek załogi został krytycznie ranny.	(70% Chancen) Ein Mannschaftsmitglied wurde kritisch verletzt.	(70 % de chance de réussite) un membre de l’équipage a été gravement blessé.	（70% 几率）1 位人员受重伤。	(Probabilidade 70%) Um tripulante foi criticamente lesionado.	(70% вероятности) Один член экипажа тяжело ранен.	(Probabilidad 70 %) Uno de los tripulantes ha sido gravemente lesionado.
Incident_04_Costs_02B	(30% chance) No negative consequences.	(30% szans) Brak negatywnych konsekwencji.	(30% Chancen) Keine negativen Konsequenzen.	(30 % de chance de réussite) Aucune conséquence négative.	（30% 几率）没有出现负面后果。	(Probabilidade 30%) Sem consequências negativas.	(30% вероятности) Нет негативных последствий.	(Probabilidad 30 %) Sin consecuencias negativas.
Incident_04_Result_01	“We have stopped all the engines, sir. Our crew will try to fix the problem as quickly as possible.”	"Wyłączyliśmy wszystkie silniki, sir. Nasza załoga postara się jak najszybciej rozwiązać problem."	„Wir haben alle Motoren ausgeschaltet, Sir. Unsere Mannschaft versucht, das Problem so schnell wie möglich zu lösen.“	« Nous avons arrêté tous les moteurs, sir. Notre équipage essaiera de résoudre ce problème dès que possible. »	“我们已经停止了所有引擎， 长官。 我们的人员会尽快解决问题。 ”	"Apagámos todos os motores, sir. A nossa tripulação tentará resolver o problemas com a máxima urgência.”	«Мы остановили все двигатели, сэр. Наш экипаж постарается решить проблему как можно быстрее».	«Hemos parado todos los motores, Sir. Nuestra tripulación intenta resolver el problema cuanto antes.»
Incident_04_Result_02A	“We were able to stop the flooding and remove the water, sir. The crew can return to their usual duties.”	"Udało nam się zatrzymać zalewanie i usunąć wodę, sir. Załoga może wrócić do swoich zwykłych obowiązków".	„Es ist uns gelungen, die Überflutung zu stoppen und das Wasser abzupumpen, Sir. Die Mannschaft kann zu ihren üblichen Pflichten zurückkehren“.	« Nous avons réussi à arrêter l’inondation et éliminer l’eau, sir. » Les membres de l’équipage peuvent revenir à ses devoirs ordinaires ».	“我们能够阻止并清除甲板下面的水， 长官。 船员们可以恢复他们的日常工作。 ”	"Conseguimos parar a inundação e bombear a água, sir. A tripulação pode voltar às suas obrigações”.	«Нам удалось остановить затопление и откачать воду, сэр. Экипаж может вернуться к своим обычным обязанностям».	«Hemos conseguido parar la inundación y bombear el agua, Sir. La tripulación puede volver a sus quehaceres.»
Incident_04_Result_02B	“We were able to stop the flooding and remove the water, sir, but one of our units was seriously injured in the process. The men are being taken to the sick bay for emergency treatment.”	"Udało nam się powstrzymać zalanie i usunąć wodę, ale jeden z naszych oddziałów został poważnie ranny. Mężczyźni zostali przewiezieni do ambulatorium na leczenie".	„Es ist uns gelungen, die Überflutung zu stoppen und das Wasser abzupumpen, aber die Mitglieder einer unsere Einheiten wurden ernsthaft verletzt. Die Männer wurden auf die Krankenstation zur Behandlung gebracht“.	« Nous avons réussi à arrêter l’inondation et éliminer l’eau mais l’une de nos divisions a été gravement blessée. Les hommes ont été transportés à l’infirmerie pour être soignés ».	“我们能够阻止并清除水， 但我们的一名人员在此过程中受了重伤， 他正在被送往病房接受紧急治疗。 ”	"Conseguimos parar a inundação e eliminar a água, mas um uma das nossas equipas foi gravemente lesionada. Os homens foram transportados à enfermaria para o tratamento”.	«Нам удалось остановить затопление и убрать воду, но одно из наших подразделений получило серьезные ранения. Мужчин перевели в лазарет для лечения».	«Hemos conseguido parar la inundación y bombear el agua, pero uno de los tripulantes ha sido gravemente lesionado. Los soldados han sido ingresados en la enfermería para recibir tratamiento»
