	en	pl	de	fr	zh	pt	ru	es
EnemyStrengthMediumHigh_01	The amount of enemy forces in this area is concerning, but you should still be able to defeat them.	Na tym obszarze znajduje się pewna liczba wrogów, ale powinieneś być w stanie ich pokonać.	Auf diesem Gebiet gibt es einige feindliche Formationen, aber du wirst im Stande sein, sie zu schlagen.	Il y a in certain nombre d’ennemis dans cette région mais vous devriez pouvoir les vaincre.	该地区有相当数量的敌军， 但你应该能够击败他们。	Nesta zona encontra-se certo número de inimigos, mas vamos poder vencê-los.	В этом районе находится определенное количеств врагов, но Вы должны быть в состоянии побороть их.	En esta zona se encuentra cierto número de enemigos, pero va a conseguir vencerlos.
EnemyStrengthMediumHigh_02	A large number of enemy forces have been spotted around this location, but with a good strategy you should be able to get out unscathed.	W pobliżu tego miejsca zauważono wiele flot wroga, ale dzięki dobrej strategii powinieneś wyjść z tego bez szwanku.	In der Nähe dieses Orts wurden viele feindliche Flotten gesichtet, aber du sollst, dank einer guten Strategie, unbeschädigt davon kommen.	On a aperçu de nombreuses flottes ennemies dans cette région mais vous devriez s’en sortir indemne.	在这个位置附近发现了大量的敌方舰队， 但如果有好的策略， 你应该能够毫发无损地离开。	Nas proximidades avistaram-se muitas frotas do inimigo, mas graças a uma boa estratégia poderemos sair da situação sem perdas.	Вблизи этого места замечено множество вражеских флотов, но благодаря хорошей стратегии Вы должны выйти из этой ситуации без потерь.	En las proximidades de este lugar se han avistado muchas flotas enemigas, pero gracias a una buena estrategia, va a salir del combate sin daños.
EnemyStrengthMediumHigh_03	The enemy’s numbers in this area are considerable, but not unbeatable.	Liczebność wroga w tym rejonie jest znaczna, ale nie jest nie do pokonania.	Die Zahl der feindlichen Kräfte in dieser Region ist erheblich, aber sie sind nicht unbesiegbar.	L’ennemi est nombreux dans cette région mais il n’est pas à vaincre.	该地区的敌人数量可观， 但并非不可战胜。	O inimigo é muito numeroso nesta região, mas não é impossível combatê-lo.	Численность сил врага в этом районе значительна, но его можно побороть.	El enemigo es numeroso en esta zona, pero no es imposible vencerlo.
EnemyStrengthMediumHigh_04	Japan has a fairly high number of fleets here, but your strike group should be fine if they don’t group up.	Japonia ma na tych wodach sporą liczbę flot, ale o ile się nie zgrupują, twoja grupa uderzeniowa powinna sobie poradzić.	Japan hat auf diesen Gewässern zahlreiche Flotten, aber solange sie sich nicht zusammenschließen, wird deine Sturmgruppe im Stande sein, sie zu schlagen.	Le Japon dispose d’une grande flotte dans ces eaux mais si elle ne se regroupe pas, votre groupe aéronaval devrait s’en débrouiller.	日本在这些水域有相当数量的舰队， 但除非他们围攻你的攻击群， 否则应该没问题。	Nestas águas Japão tem uma quantidade importante de frotas, mas se não se reunirem, o seu grupo de ataque vai poder combatê-las.	В этих водах у Японии высокая численность флотов, но если они не сгруппируются, Ваша ударная группа должна справиться.	Japón tiene un número considerable de flotas en estas aguas. Si no es juntan, su grupo de ataque va a poder vencerlos.
EnemyStrengthMediumHigh_05	The enemy’s numbers in this region are fairly large, but you should be safe if you remain vigilant.	Liczby wroga w tym regionie są dość duże, ale jeśli będziesz ostrożny, powinieneś być bezpieczny.	Die feindlichen Kräfte in dieser Region sind relativ stark, aber wenn du vorsichtig bist, wirst du sicher sein.	Le nombre d’ennemi dans cette région est élevé mais si vous êtes prudent, vous devriez être en sécurité.	这片区域的敌人数量相当多， 但如果你多加留意的话应该没问题。	As tropas inimigas na região são bastante numerosas, mas mantendo cuidado permanecerá seguro.	Численность сил врага в этом регионе довольно высока, но если Вы будете осторожны, то должны быть в безопасности.	Los números del enemigo en esta región son bastante elevados, pero va a poder salvarse si mantiene cuidado.
EnemyStrengthStrong_01	The enemy’s forces in the region are overwhelming. Proceed with utmost caution.	Siły wroga w regionie są przytłaczające, postępuj ostrożnie.	Die feindlichen Kräfte in dieser Region sind überwältigend, sei bitte vorsichtig.	Les forces ennemies dans cette région sont accablantes, soyez prudent.	该地区的敌军势不可挡， 请谨慎行事。	As forças do inimigo na região são esmagadoras, aja com cuidado.	Вражеские силы в регионе имеют численное превосходство, действуйте осторожно.	Las fuerzas enemigas son aplastantes, mantenga cuidado.
EnemyStrengthStrong_02	We are greatly outnumbered by hostile forces in this area. Be sure to keep an eye out.	Jesteśmy w dużej mierze przytłoczeni przez wroga w tym obszarze, więc bądź uważny.	Der Feind ist uns auf diesem Gebiet zahlenmäßig überlegen, also bleib achtsam.	Nous somme largement accablés par l’ennemi dans cette région, soyez prudent.	我们在这个地区的敌人数量远远超过我们， 所以要小心。	Estamos a ser dominados pelo inimigo nesta região, mantenha cuidado.	Враг в значительной степени имеет численное превосходство над нами в этом районе, поэтому будьте осторожны.	El enemigo tiene una gran ventaja sobre nosotros en esta área, entonces tenga cuidado.
EnemyStrengthStrong_03	There is a significant amount of Japanese fleets around here, so you must be careful.	W pobliżu znajduje się ogromna liczba japońskich flot, należy zachować ostrożność.	In der Nähe befindet sich eine große Anzahl japanischer Flotten, man soll vorsichtig sein.	Il y a une grande nombre de flottes japonaises dans cette région, il faut rester prudent.	周围有大量日本舰队， 小心。	Nas proximidades há um grande número de frotas japonesas, deve manter cuidado.	Поблизости находится огромное количество японских флотов, поэтому следует быть осторожным.	En las proximidades hay un gran número de flotas japonesas. Hay que tener cuidado.
EnemyStrengthStrong_04	The enemy has amassed large numbers of its forces in this area. You should proceed with caution.	Wróg zgromadził na tym obszarze ogromne siły - postępuj ostrożnie.	Der Feind hat auf diesem Gebiet große Streitkräfte gesammelt - sei bitte vorsichtig.	L’ennemi a accumulé dans cette zone des forces énormes, soyez prudent.	敌人在这片区域积累了巨大的力量 —— 谨慎行事。	O inimigo reuniu uma forças enormes nesta região, aja com cuidado.	Враг собрал огромные силы в этом районе – действуйте осторожно.	El enemigo ha agrupado unas grandes fuerzas en esta región. Proceda con cautela.
EnemyStrengthStrong_05	The Japanese navy has numerous ships in these waters, which may prove to be problematic.	Japonia ma w tym rejonie liczne okręty, które mogą okazać się problematyczne.	Japan hat in dieser Region zahlreiche Schiffe, die sich als problematisch erweisen können.	Le Japon dispose de nombreux navires dans cette région qui peuvent présenter un problème.	日本在该地区有许多船只， 他们可能会给你制造麻烦。	Nesta região, os navios do Japão são numerosos e podem resultar problemáticos.	У Японии множество судов в этом районе, это может доставить проблемы.	Japón tiene en esta región unos numerosos buques, que pueden ser problemáticos.
