	en	pl	de	fr	zh	pt	ru	es
PP147	Aircraft section	Sekcja Samolotów	Flugzeugsektion	Section d’Avions	飞机区域	Secção de aviões	Секция Самолетов	Sección de Aviones
PP147Desc	Manage your aircraft.	Zarządzaj swoimi samolotami	Verwalte deine Flugzeuge	Gérez vos avions	管理您的飞机	Gestione os seus aviões	Управляйте своими самолетами	Gestión de aviones
PP140	Aircraft menu	Samoloty:	Flugzeuge:	Avions :	飞机：	Aviões:	Самолеты:	Aviones:
PP140Desc	Manage your aircraft.	Zarządzaj samolotami.	Verwalte Flugzeuge.	Gérez les avions.	管理您的飞机	Gestione aviões.	Управляйте самолетами.	Gestionar aviones.
PP145	Carrier section	Sekcja Lotniskowca	Flugzeugträgersektion	Section de porte-avion	航母区域	Secção de porta-aviões	Секция Авианосца	Sección del portaaviones
PP145Desc	Manage your carrier(s).	Dostosuj lotniskowiec	Flugzeugträger anpassen	Adaptez le porte-avion	定制航母	Adicione um porta-aviões	Настройте авианосец	Configurar el portaaviones
PP141	Carrier menu	Lotniskowiec:	Flugzeugträger:	Porte-avion	航母：	Porta-aviões:	Авианосец:	Portaaviones:
PP141Desc	Manage your carrier(s).	Dostosuj lotniskowiec	Flugzeugträger anpassen	Adaptez le porte-avion	定制航母	Configure um porta-aviões	Настройте авианосец	Configurar el portaaviones
PP139	Crew menu	Załoga:	Mannschaft:	Équipage :	人员：	Tripulação:	Экипаж:	Tripulación:
PP139Desc	Manage your crew and officers.	Zarządzaj załogą i oficerami	Verwalte Mannschaft und Offiziere	Gérez l’équipage et les officiers	管理人员和军官	Gestione a tripulação e os oficiais	Управляйте экипажем и офицерами	Gestionar tripulación y oficiales
PP146	Crew section	Sekcja Załogi	Mannschaftssektion	Section d’Équipage	人员区域	Secção de tripulação	Секция Экипажа	Sección de tripulación
PP146Desc	Manage your crew and officers.	Zarządzaj załogą i oficerami	Verwalte Mannschaft und Offiziere	Gérez l’équipage et les officiers	管理人员和军官	Gestione a tripulação e os oficiais	Управляйте экипажем и офицерами	Gestionar tripulación y oficiales
PP154	Maximum Defense:	Maksymalna obrona:	Maximale Verteidigung:	Défense maximale :	最大防御：	Defesa máxima:	Максимальная защита:	Defensa máxima:
PP154Desc	The maximum Defense value of your carrier.	Maksymalna obrona twojego lotniskowca	Maximale Verteidigung deines Flugzeugträgers	Défense maximale de votre porte-avion	最大限度地保护您的航母	Defesa máxima do seu porta-aviões	Максимальная защита Вашего авианосца	Defensa máxima de su portaaviones
PP138	The Dock	Dok	Dock	Dock	码头：	Doca	Док	Muelle
PP138Desc	View your strike group in the dock.	Wyświetl swoją grupę uderzeniową w doku.	Blende deine Sturmgruppe im Dock ein.	Affichez votre groupe aéronaval dans le dock.	预览码头	Visualize o seu grupo de ataque na doca.	Отобразите свою ударную группу в доке.	Visualizar el grupo de ataque en el muelle.
PP148	Escort section	Sekcja Eskorty	Geleitschutzsektion	Section d’Escorte	护航区域	Secção de escolta	Секция Эскорта	Sección de escolta
PP148Desc	Manage your carrier’s escort ships.	Dostosuj eskortę	Geleitschutz anpassen	Adapter l’escorte	管理您的护航舰队	Configure escolta	Настройте эскорт	Ajustar escolta
PP142	Escort menu	Eskorta:	Geleitschutz:	Escorte :	护航：	Escolta:	Эскорт:	Escolta:
PP142Desc	Manage your carrier’s escort ships.	Dostosuj eskortę	Geleitschutz anpassen	Adaptez l’escorte	定制护航	Configure escolta	Настройте эскорт	Ajustar escolta
LaunchMission	Launch Mission	Rozpocznij misję	Beginne die Mission	Lancez la mission	起飞任务	Comece missão	Начните миссию	Iniciar misión
PP143	Command Points	Punkty Dowodzenia	Kommandopunkte	Points de commande	指挥点	Pontos de comando	Пункты Командования	Puntos de mando
PP143Desc	Used to recruit personnel and obtain vehicles.	Służą do werbowania personelu i kupna arsenału.	Dienen dem Anwerben von Personal und Ankauf von Waffen.	Servent à recruter du personnel et à acheter un arsenal.	用于雇佣人员和购买军火库。	Servem para recrutar pessoal e comprar arsenal.	Служат для вербовки персонала и покупки арсенала.	Sirven para reclutar personal y comprar arsenal.
PP144	Upgrade Points	Punkty Ulepszeń	Verbesserungspunkte	Points d’Améliorations	升级点数	Pontos de melhorias	Пункты Улучшений	Puntos de mejoras
PP144Desc	Used to unlock upgrades for your task force.	Służą do zakupu ulepszeń grupy uderzeniowej.	Dienen zum Erwerb der Verbesserungen der Sturmgruppe.	Servent à acheter des améliorations du groupe aéronaval.	用于为特遣队购买升级。	Servem para comprar melhorias para o grupo de ataque.	Служат для покупки улучшений для ударной группы.	Sirven para comprar mejoras para grupos de ataque
PP153	Radar Range:	Zasięg radaru:	Aktionsradius des Radars:	Portée de Radar :	雷达范围：	Alcance do radar:	Радиус действия радара:	Alcance del radar:
PP153Desc	The detection range of your carrier’s radar.	Zasięg odsłony mapy	Radius der Kartenaufdeckung	Portée de l’affichage de la carte	地图显示半径	Alcance do mapa	Диапазон просмотра карты	Alcance del despejado del mapa
PP151	Settings	Ustawienia	Einstellungen	Paramètres	设置	Configurações	Настройки	Configuraciones
PP151Desc	Open the Settings menu	Pokaż ustawienia gry	Spieleinstellungen zeigen	Affichez les paramètres du jeu	显示游戏设置	Mostrar configurações do jogo	Показать настройки игры	Mostrar configuraciones del juego
PP152	Supply Storage:	Pojemność magazynu:	Kapazität des Lagers:	Capacité de l’entrepôt :	库存供应：	Capacidade do armazém:	Вместимость склада:	Capacidad del almacén:
PP152Desc	The maximum amount of supplies your carrier can hold.	Maksymalne zapasy jakie może przenosić lotniskowiec	Maximale Vorräte, die der Flugzeugträger befördern kann	Approvisionnement maximal qu’un porte-avions peut transporter	您的航母可以容纳的最大供应量	Recursos máximos que pode transportar o porta-aviões	Максимальное количество припасов, которые может переносить авианосец	Máximo de proviisiones que puede cargar un portaaviones
DestroyerIntermission	A squadron of destroyers	Eskadra niszczycieli	Zerstörer-Geschwader	Escadre de destroyers	驱逐舰中队	Esquadra de destróiers	Эскадрилья миноносцев	Escuadra de destructores
LightCarrierIntermission	A single light carrier	Pojedynczy lekki lotniskowiec	Leichter Flugzeugträger	Un porte-avions léger	一艘轻型航母	Porta-aviões simples ligeiro	Одиночный легкий авианосец	Portaaviones ligero singular
RepairShipIntermission	Repair ships support	Wsparcie statków naprawczych	Unterstützung der Reparaturschiffe	Soutien des navires de réparation	维修船支援	Apoio de navios de reparação	Поддержка ремонтных судов	Apoyo a los barcos de reparación
SupplyShipIntermission	Supply ships support	Wsparcie statków transportowych	Unterstützung der Transportschiffe	Soutien des navires de transport	补给船支援	Apoio de navios de transporte	Поддержка транспортных кораблей	Apoyo a los barcos de transporte
SupportShipIntermission	Oiler ships support	Wsparcie tankowców	Unterstützung der Tanker	Soutien des pétroliers	油船支援	Apoio de petroleiros	Поддержка танкеров	Apoyo a los petroleros
EscortCarrierIntermission	A single escort carrier	Pojedynczy lotniskowiec eskortowy	Geleitschutz-Flugzeugträger	Un porte-avions d’escorte	一艘护卫航母	Porta-aviões simples de escolta	Единичный эскортный авианосец	Portaaviones de escolta singular
SubmarineIntermission	A squadron of submarines	Eskadra łodzi podwodnych	U-Boot-Geschwader	Escadre des sous-marins	一个潜艇中队	Esquadra de submarinos	Эскадрилья подводных лодок	Escuadra de submarinos
SurveyShipIntermission	Oiler ships support	Wsparcie tankowców	Unterstützung der Tanker	Soutien des pétroliers	油船支援	Apoio de petroleiros	Поддержка танкеров	Apoyo a los petroleros
LightCruiserIntermission	A squadron of light cruisers	Eskadra lekkich krążowników	Leichte Kreuzschiffe Geschwader	Escadre des croiseurs légers	轻型巡洋舰中队	Esquadra de cruzadores	Эскадрилья легких крейсеров	Escuadra de cruceros ligeros
TowShip	Tugboat	Holownik	Tugboat	Remorqueur	拖船	Rebocador	Буксир	Remolque
Class_Sims_02	Sims (Type II)	Sims (Typ II)	Sims (Typ II)	Sims (Type II)	西姆斯级（II型）	Sims (Tipo II)	Симс (Тип II)	Sims (Tipo II)
Class_Brooklyn_02	Brooklyn (Type II)	Brooklyn (Typ II)	Brooklyn (Typ II)	Brooklyn (Type II)	布鲁克林级（II 型）	Brooklyn (Tipo II)	Бруклин (Тип II)	Brooklyn (Tipo II)
