	en	pl	de	fr	zh	pt	ru	es
PlannedOperations_11	Your orders have been given: provide escort for an Allied invasion fleet and destroy a designated enemy target within the allotted time.	Eskortuj flotę inwazyjną sojuszników i zniszcz wyznaczony cel przed upływem czasu.	Geleite die Invasionsflotte der Verbündeten und zerstöre das bestimmte Ziel vor Ablauf der Zeit.	Escortez la flotte d'invasion alliée et détruisez la cible désignée avant que le temps ne passe.	护送盟军攻击舰队并在时间用完之前摧毁指定目标。	Escolte a frota de invasão dos aliados e destrua o alvo determinado antes de passar o tempo.	Сопровождайте союзный флот вторжения и уничтожьте указанную цель до истечения времени.	Escolte la flota invasora de los aliados y destruya el objetivo indicado antes de que pase el tiempo.
PlannedOperations_12	Having destroyed an Allied ship, Japanese forces are fleeing the area. Catch up with all the enemy fleets and sink them—and rescue the survivors of their offensive before they drown.	Wróg zniszczył sojuszniczy statek i zaczął uciekać. Dopadnij wszystkie floty wroga i zniszcz je, a ocalałych uratuj, zanim zginą.	Der Feind hat das Schiff der Verbündeten zerstört und ist entkommen. Verfolge alle feindlichen Flotten und zerstöre sie, rette die Überlebenden, bevor sie ums Leben kommen.	L'ennemi a détruit un navire allié et a commencé à s’échapper. Attrapez toutes les flottes ennemies, détruisez-les, et sauvez les survivants avant qu'ils ne meurent.	敌人已经摧毁了一艘盟军的船只并开始逃跑。 赶上所有敌方舰队并摧毁他们， 并在幸存者死前营救他们。	O inimigo destruiu um navio aliado e começou a fugir. Encontre todas as frotas inimigas e destrua-as. Salve os náufragos antes de morrerem.	Враг уничтожил союзный корабль и начал убегать. Доберитесь до всех флотов врага и уничтожьте их, а выживших спасите, пока они не погибли.	El enemigo ha destruido un buque aliado y ha comenzado a huir. Alcance todas las flotas enemigas y destrúyalas, salve los sobrevivientes antes de que mueran.
PlannedOperations_13	A major Allied base faces hostile attacks. You are being ordered to sail there immediately to help in defending it; our fleet near the base will need your support.	Główna baza aliantów jest pod ostrzałem. Udaj się tam natychmiast, aby ich bronić. Nasza flota w pobliżu bazy potrzebuje waszego wsparcia.	Der Hauptstützpunkt der Alliierten wird beschossen! Begib dich dort sofort, um sie zu verteidigen. Unsere Flotte in der Nähe des Stützpunkts braucht eure Unterstützung.	La base principale alliée est sous le feu. Allez-y immédiatement pour les défendre. Notre flotte près de la base nécessite votre soutien.	一个主要的盟军基地受到攻击， 立即去那里支援他们。 我们基地附近的舰队需要您的支持。	A base principal dos aliados está sob fogo. Vá diretamente até lá para os proteger. A nossa frota nas proximidades da base requer da sua ajuda.	Главная база союзников подвергается обстрелам. Немедленно отправляйтесь туда защищать их. Нашему флоту рядом с базой нужна Ваша поддержка.	La base principal de los aliados está siendo atacada. Ve allí inmediatamente para protegerlos. Nuestra flota en la zona de la base necesita su apoyo.
PlannedOperations_14	Japanese forces launched attacks on a number of our bases at once. They must be defended—at all costs! Protect the Allied fleet during the battle, remaining undetected by the enemy.	Japończycy rozpoczęli ataki na wiele naszych baz jednocześnie. Musisz ich bronić za wszelką cenę! Chroń flotę aliantów podczas bitwy, pozostając w ukryciu przed wrogiem.	Die Japaner haben begonnen, viele unsere Stützpunkte gleichzeitig anzugreifen. Du musst sie um jeden Preis verteidigen! Schütze die Flotte der Alliierten während der Schlacht und bleib dabei unentdeckt.	Les Japonais ont lancé des attaques simultanément sur nos nombreuses bases. Vous devez les défendre à tout prix ! Protégez la flotte alliée pendant la bataille, en restant caché de l'ennemi.	日本人对我们的许多基地发动了攻击。 你必须不惜一切代价保卫他们！在战斗中保护盟军舰队， 并对敌人保持隐蔽。	Os japoneses começaram a atacar muitas nas nossas bases ao mesmo tempo. Tem de protegê-las a todos custos. Proteja a frota dos aliados durante o combate permanecendo escondido do inimigo.	Японцы начали наступление одновременно на многие наши базы. Вы должны оборонять их любой ценой! Защищайте флот союзников во время боя, оставаясь скрытым от врага.	Los japoneses han comenzado los ataques a muchas bases al mismo tiempo. ¡Tiene que protegerlas a toda costa! Proteja la flota aliada durante el combate manteniéndose escondido del enemigo.
SeaSkirmishes_01	Our ships are under attack by enemy forces! The assaults are taking place in several remote locations. Our forces face defeat without your intervention; go to our ships’ aid and take out their attackers.	Nasze statki są atakowane przez siły wroga! Ataki odbywają się w kilku odległych miejscach. Bez Twojej pomocy możemy ponieść klęskę w tych bitwach. Rusz na pomoc naszym statkom i zniszcz napastników.	Unsere Schiffe werden durch die feindlichen Kräfte angegriffen! Die Angriffe finden an mehreren weit entfernten Orten statt. Ohne Deine Hilfe können wir in diesem Schlachten Niederlage erleiden. Mach dich auf den weg, um unseren Schiffen zu helfen und zerstöre die Angreifer.	Nos navires sont attaqués par des forces ennemies ! Les attaques ont lieu dans plusieurs endroits éloignés. Nous risquons de perdre ces batailles sans votre aide. Allez pour prêter le secours à nos navires et détruisez les attaquants.	我们的船正受到敌军的攻击！袭击发生在几个偏远地区。 如果没有你的帮助， 我们可能会在这些战斗中失败。 请前往我们的船只那里提供援助并摧毁攻击者。	Os nossos navios estão a ser atacados pelas forças inimigas! Os ataques realizam-se em vários lugares distanciados entre si. Sem a sua ajuda podemos fracassar nesses combates. Parta a ajudar os nossos navios e destrua os atacantes.	Наши корабли атакованы силами врага! Наступления происходят в нескольких удаленных друг от друга местах. Без Вашего вмешательства мы рискуем потерпеть поражение в этих боях. Отправляйтесь на помощь нашим кораблям и уничтожьте агрессоров.	¡Nuestros buques están siendo atacados por las fuerzas enemigas! Los ataques se realizan en varios lugares lejanos. Sin su ayuda vamos a sufrir una derrota. Ve a ayudar nuestros buques y destruya los agresores.
SeaSkirmishes_02	It appears that our perimeter was breached by enemy forces; our ships are under fire. You must head to their location and support our embattled forces from the air.	Wygląda na to, że nasza granica została naruszona przez siły wroga, które obecnie ostrzeliwują nasze statki. Udaj się w to miejsce, aby wesprzeć nasze siły z powietrza.	Es sieht so aus, dass unsere Grenze durch die feindlichen Kräfte angegriffen wurde, die derzeit unsere Schiffe beschießen. Begib dich dort, um unseren Kräften Luftunterstützung zu bieten.	ll semble que notre frontière ait été brisée par les forces ennemies qui tirent actuellement sur nos navires. Allez-y pour prêter un soutien aérien à nos forces.	看来我们的防线已经被敌军打破了。 前往那个位置并从空中支援我们的部队。	Parece que a nossa fronteira foi violada pelas forças inimigas, que atualmente estão a atacar os nossos navios. Vá até lá para oferecer ajuda aérea.	Похоже, что наша граница была нарушена вражескими силами, которые сейчас обстреливают наши корабли. Отправляйтесь в это место, чтобы оказать нашим силам поддержку с воздуха.	Parece que nuestra frontera ha sido violada por las fuerzas del enemigo que están atacando nuestros buques. Ve allí para apoyar nuestras fuerzas desde el aire.
SeaSkirmishes_03	Enemy activity in this region is getting out of hand. We cannot allow the Japanese navy to carry out hostile operations with impunity. You must head their way and teach them a lesson.	Aktywność wroga w tym regionie wymyka się spod kontroli. Nie możemy pozwolić japońskiej marynarce wojennej na prowadzenie nieprzerwanych działań. Musicie wyruszyć i pokazać im, na co nas stać.	Die Aktivität des Feindes in dieser Region gerät außer Kontrolle. Wir können der japanischen Kriegsmarine nicht erlauben, dass sie ununterbrochene Aktivitäten führt. Ihr musst sich auf den Weg machen und ihnen zeigen, wozu wir imstande sind.	L'activité de l’ennemi dans cette région est hors contrôle. On ne peut pas laisser la marine japonaise mener ses opérations en permanence. Vous devez y aller et leur montrer de quoi nous sommes capables.	该地区的敌人活动猖獗， 我们不能让日本海军不间断地开展行动。 你必须出去向他们展示我们的实力。	A atividade do inimigo nessa região começa a ser difícil de controlar. Não podemos permitir que a marinha japonesa realize operações de maneira ininterrompida. Tem de partir e mostrar as nossas capacidades.	Активность врага в этом регионе выходит из-под контроля. Мы не можем позволить японским военно-морским силам проводить операции без остановки.  Вы должны отправиться и показать, на что мы способны.	La actividad del enemigo en está región se está escapando de nuestro control. No podemos permitir que la marina japonesa realice operaciones ininterrumpidas. Usted debe partir y mostrarles nuestra fuerza.
SeaSkirmishes_04	In these waters, we have more than rough seas to contend with: the enemy’s brutal attacks are severely hindering a number of ongoing operations. We need you to take out these adversaries.	Sytuacja na morzu jest brutalna. Z powodu działań wroga wiele naszych operacji zostało utrudnionych. Udajcie się tam i zróbcie im piekło.	Sie Situation auf der See ist brutal. Wegen der feindlichen Aktivitäten wurden viele unserer Operationen erschwert. Begebt euch dort und schickt sie zur Hölle.	La situation en mer est violente. En raison de l'activité ennemie, nos nombreuses opérations sont entravées. Allez-y et faites de leurs vies enfer.	海上形势严峻。 由于敌人的活动， 我们的一些行动受到了阻碍。 去那里让他们见识你的威力。	A situação no mar está a ser brutal. Devido à atividade do inimigo muitas das nossas operações foram dificultadas. Vá até lá e mostre-lhes o que é o inferno.	Ситуация на море жестока. Из-за действий врага выполнение многих наших операций затруднено. Отправляйтесь туда и устройте им ад.	La situación en el mar está siendo brutal. Debido a las operaciones del enemigo, muchas de nuestras operaciones han sufrido dificultades. Ve allí y hágales un infierno.
SeaSkirmishes_05	The situation here is more troublesome than ever. Hostile incursions threaten our naval activities in the region. Our enemies must be dealt with: head their way and give them hell.	Sytuacja w tym regionie robi się poważna. Ruchy przeciwnika zagrażają naszym operacją, musimy się ich pozbyć. Udaj się tam i rozpraw się z nimi.	Die japanischen Kräfte in dieser Region sind zu überheblich. Wir müssen ihnen zeigen, wie die wirkliche Macht aussieht, um sie zu disziplinieren.	Les forces japonaises dans la région deviennent bien trop arrogantes. Nous devons leur montrer ce qu'est la vraie puissance afin de les ramener dans le droit chemin.	该地区的日本军队变得太自大了。 我们必须向他们展示你的实力。	As forças japonesas nessa região estão demasiado presunçosas. Temos de lhes mostrar o que é uma verdadeira potência para restabelecer a ordem.	Ситуация в этом регионе становится напряженной. Передвижения противника угрожают нашим операциям, и мы должны избавиться от них. Отправляйтесь туда и разберитесь с ними.	La situación en esta región se está poniendo grave. Los movimientos del enemigo ponen en riesgos nuestras operaciones. Tenemos que deshacernos de él. Ve allí y haga lo que debe hacer.
SupportingOperations_01	Some of our ships have found themselves in more trouble than they anticipated. We need you to help them: support their ongoing missions in any way you can.	Niektóre z naszych statków wpadły w większe kłopoty, niż się spodziewano. Wyruszcie i wesprzyjcie trwające misje w każdy możliwy sposób.	Manche unserer Schiffe bekamen noch größere Probleme als wir dachten. Macht euch auf den Weg und unterstützt die dauernden Missionen auf jede mögliche Art und Weise.	Certains de nos navires se sont apparemment retrouvés dans plus de problèmes que prévu. Partez et soutenez les missions en cours de toutes manières possibles.	我们的一些船只似乎遇到了比预期更多的麻烦， 去以任何方式支援正在进行的任务。	Alguns dos nossos navios tem problemas mais graves do que se esperava. Parta e ajude as missões em curso de qualquer forma possível.	Некоторые из наших кораблей попали в более серьезные неприятности, чем мы ожидали. Отправляйтесь и поддержите текущие миссии всеми возможными способами.	Algunos de nuestros buques tienen más problemas de lo que se esperaba. Parta y ayude las misiones en curso de cualquier forma posible.
SupportingOperations_02	A number of Allied operations are underway in this region. The US military has agreed to provide whatever assistance we can. Consult the briefings to get your bearings.	W regionie trwają operacje sojuszników. Wojsko amerykańskie zgodziło się udzielić im wszelkiej niezbędnej pomocy. Zapoznaj się z instrukcją, aby zorientować się w sytuacji.	In dieser Region dauern die Operationen der Verbündeten. Die amerikanische Armee willigte ein, ihnen die notwendige Hilfe zu erteilen. Lese die Anweisung, um sich in der Situation gut zurechtzufinden.	Dans la région il y a des opérations alliées en cours. L'armée américaine a accepté de leur apporter toute aide nécessaires. Consultez l’instruction pour se reconnaître.	盟军正在该地区开展行动。 美国军方已同意以任何必要的方式去帮助他们， 查阅简报以了解您的方位。	Na região estão a ser realizadas operações dos aliados. O exército americano acordou prestar-lhes qualquer ajuda que for necessária. Leia a instrução para se orientar na situação.	В регионе продолжается проведение операций союзников. Американская армия согласились предоставить им всю необходимую помощь. Ознакомьтесь с инструкцией, чтобы иметь представление о ситуации.	En la región se realizan operaciones de los aliados. El ejército estadounidense ha aceptado prestarnos cualquier ayuda que sea necesaria. Lea la instrucción para orientarse en la situación.
