	en	pl	de	fr	zh	pt	ru	es
BackupGeneratorsName	Back-up Generators	Zapasowe generatory	Notstromaggregate	Générateurs de secours	备用发电机	Geradores sobressalentes	Резервные генераторы.	Grupos electrógenos de recambio
BackupGeneratorsNotDestroyedDescription	Section operational.	Sekcja aktywna.	Sektion aktiv.	Sections active.	可操作区域。	Secção ativa.	Секция активна.	Sección activa.
CommsDestroyedDescription	Section shut down. A 15-minute delay is added before every deck operation.	Sekcja nieaktywna. Przed każdą operacją na pokładzie dodawane jest 15-minutowe opóźnienie.	Sektion inaktiv. Vor jeder Operation auf dem Deck wird eine 15-minütige Verspätung hinzugefügt.	Section non active. Avant de lancer toute opération, 15 minute de retard est ajouté sur le bord.	区域关闭， 在每次操作甲板之前添加 15 分钟的延迟。	Secção inativa. Antes de cada operação, no bordo adiciona-se uma demora de 15 minutos.	Секция не активна. Перед каждой операцией на палубе добавляется 15-минутная задержка.	Sección inactiva Antes de cada operación, en la cubierta se añade un retraso de 15 minutos.
CommsName	Communications	Komunikacja	Kommunikation	Communication	通讯	Comunicação	Коммуникация	Comunicación
CommsNotDestroyedDescription	Section operational.	Sekcja aktywna.	Sektion aktiv.	Sections active.	可操作区域。	Secção ativa.	Секция активна.	Sección activa.
CrewQuartersDestroyedDescription	Section shut down. Crew units get injured 25% more often.	Sekcja nieaktywna. Jednostki załogi stają się ranne częściej o 25%.	Sektion inaktiv. Die Mannschaftseinheiten werden um 25% häufiger verletzt.	Section non active. Les unités de l’équipage sont blessées 25 % plus souvent.	区域关闭， 人员受伤的几率增加 25%。	Secção inativa. As unidades da tripulação ficam lesionadas 25% mais frequentemente.	Секция не активна. Единицы экипажа получают ранения на 25% чаще.	Sección inactiva. Las unidades de tripulación quedan lesionadas con una frecuencia 25 % mayor.
CrewQuartersName	Crew Quarters	Kwatery załogi	Mannschaftsunterkünfte	Quartiers de l’équipage	宿舍	Camarotes da tripulação	Каюты экипажа	Camarotes de la tripulación
CrewQuartersNotDestroyedDescription	Section operational.	Sekcja aktywna.	Sektion aktiv.	Sections active.	可操作区域。	Secção ativa.	Секция активна.	Sección activa.
DcDestroyedDescription	Section shut down. Maintenance button(s) unavailable.	Sekcja nieaktywna. Przycisk konserwacji jest niedostępny.	Sektion inaktiv. Die Taste Wartung ist nicht verfügbar.	Section non active. Bouton d’entretien est inaccessible.	区域关闭， 维护按钮不可用。	Secção inativa. Botão de conservação não disponível.	Секция не активна. Кнопка технического облуживания недоступна.	Sección inactiva. Botón de conservación no está disponible.
DcName	Damage Control	Dział Naprawczy	Reparaturabteilung	Service de Réparation	维修部门	Departamento de reparação	Ремонтное Отделение	Departamento de reparación
DcNotDestroyedDescription	Section operational. Maintenance button(s) available.	Sekcja aktywna. Dostępny przycisk konserwacji.	Sektion aktiv. Die Taste Wartung ist verfügbar.	Sections active. Bouton d’entretien accessible	区域可操作， 允许使用故障维修按钮。	Secção ativa. Disponível o botão de conservação.	Секция активна. Кнопка технического облуживания доступна.	Sección activa. Disponible el botón de conservación.
EnginesDestroyedDescription	Section shut down. All slots in the Navigation Department are locked.	Sekcja nieaktywna. Wszystkie stanowiska w dziale Nawigacji są zablokowane.	Sektion inaktiv. Alle Posten in der Navigationsabteilung sind blockiert.	Section non active. Tous les postes dans la Division de Navigation sont bloqués.	区域关闭。 导航部门的所有槽位都被禁用。	Secção inativa. Todas as vagas no Departamento de navegação estão bloqueadas.	Секция не активна. Все позиции в Отделении Навигации заблокированы.	Sección inactiva. Todos los puestos en el Departamento de Navegación están bloqueados.
EnginesName	Engines	Silniki	Motoren	Moteurs	引擎	Motores	Двигатели	Motores
EnginesNotDestroyedDescription	Section operational. Assigning crew to the Navigation Department is possible.	Sekcja aktywna. Umożliwia przypisywanie załogi do Działu Nawigacji.	Sektion aktiv. Ermöglicht die Zuteilung der Mannschaft zur Navigationsabteilung.	Sections active. Permet d’affecter la Division à la Navigation..	可操作区域， 允许将人员分配到导航部门。	Secção ativa. Permite adscrever tripulação ao Departamento de navegação.	Секция активна. Позволяет назначить экипаж в Отделение Навигации.	Sección activa. Permite asignar tripulación al Departamento de Navegación.
FuelDestroyedDescription	Section shut down. The range for all missions is reduced by 25%.	Sekcja nieaktywna. Zakres wszystkich misji jest zmniejszony o 25%.	Sektion inaktiv. Umfang aller Missionen wurde um 25% reduziert.	Section non active. Portée des missions est réduite de 25%.	区域关闭， 所有任务的范围缩小了 25%。	Secção inativa. Alcance de todas missões diminuído em 25%	Секция не активна. Дальность всех миссий уменьшена на 25%.	Sección inactiva. Alcance de todas las maniobras reducido en el 25 %.
FuelName	Fuel Tanks	Zbiorniki paliwa	Treibstofftanks	Réservoir de carburant	汽油桶	Reservatórios de combustível	Топливные баки	Depósitos de combustible
FuelNotDestroyedDescription	Section operational.	Sekcja czynna	Sektion aktiv	Sections active.	可操作区域。	Secção ativa.	Секция активна.	Sección activa
HangarDestroyedDescription	Section shut down. Aircraft in the hangar break 25% more often.	Sekcja nieaktywna. Samoloty w hangarze ulegają uszkodzeniu  częściej o 25%.	Sektion inaktiv. Die Flugzeuge im Hangar werden um 25% häufiger beschädigt.	Section non active. Les avions dans le hangar sont endommagés 25% plus souvent.	区域关闭， 机库中的飞行中队中损坏次数增加了 25%。	Secção inativa. Aviões no hangar ficam danificados 25% mais frequentemente.	Секция не активна. Самолеты в ангаре подвергаются повреждениям чаще на 25%.	Sección inactiva. Aviones en el hangar quedan dañados con una frecuencia 25 % más alta
HangarName	Hangar 	Hangar	Hangar	Hangar	机库	Hangar	Ангар	Hangar
HangarNotDestroyedDescription	Section operational.	Sekcja czynna	Sektion aktiv	Sections active.	可操作区域。	Secção ativa.	Секция активна.	Sección activa
HelmDestroyedDescription	Section shut down. Setting waypoints for the carrier is not possible.	Sekcja nieaktywna. Ustawianie punktów trasy dla lotniskowca nie jest możliwe.	Sektion inaktiv. Festlegung der Routenpunkte für den Flugzeugträger ist nicht möglich.	Section non active. Fixer les points d’itinéraire pour l’aérodrome est impossible.	区域关闭， 无法为航母设置航路点。	Secção inativa. Não é possível configurar os pontos na rota do porta-aviões.	Секция не активна. Установка точек маршрута для авианосца невозможна	Sección inactiva. No es posible colocar puntos intermedios en la ruta del portaaviones.
HelmName	Helm Section	Sterownia	Steuerraum	La salle de contrôle	舵轮区域	Sala de controlo	Секция рулевого управления	Sala de control
HelmNotDestroyedDescription	Section operational.	Sekcja czynna	Sektion aktiv	Sections active.	可操作区域。	Secção ativa	Секция активна.	Sección activa
LockersDestroyedDescription	Section shut down. Crew units cannot be transferred between departments.	Sekcja nieaktywna. Załoganci nie mogą zmieniać przydzielonych działów.	Sektion inaktiv. Die Mannschaftsmitglieder können die zugeteilten Abteilungen nicht wechseln.	Section non active. Les membres de l’équipage ne peuvent pas changer les divisions leur affectées.	区域关闭， 人员无法在部门之间调动。	Secção inativa. Os tripulantes não podem mudar do departamento indicado.	Секция не активна. Члены экипажа не могут изменять назначенные отделения. 	Sección inactiva. Los tripulantes no pueden cambiar los departamentos indicados.
LockersName	Lockers	Szatnie	Umkleideräume	Vestiaires	储物柜	Guarda-roupa	Раздевалки	Guardarropa
LockersNotDestroyedDescription	Section operational.	Sekcja czynna	Sektion aktiv	Sections active.	可操作区域。	Secção ativa	Секция активна.	Sección activa
MainGeneratorsDestroyedDescription	Section shut down. If Back-up Generators are also down, most of your carrier’s radar-related functions are unavailable.	Sekcja nieaktywna. Jeżeli generatory zapasowe również nie działają, większość funkcji radarowych przewoźnika jest niedostępna.	Sektion inaktiv. Wenn auch die Notstromaggregate ausgeschaltet sind, sind die meisten Radarfunktionen des Beförderers nicht verfügbar.	Section non active. Quand les générateurs auxiliaire ne fonctionnent pas, la majorité des fonctions de radar est indisponible.	区域关闭， 如果备用发电机也关闭， 则航母的大部分功能都会被禁用。	Secção inativa. Se os geradores sobressalentes também não funcionarem, a maioria das funções de radar do transportador não estará disponível.	Секция не активна. Если резервные генераторы также не работают, большинство функций авианосца, связанных с радаром, недоступно.	Sección inactiva. Si los grupos electrógenos tampoco funcionan, la mayoría de las funciones de radar del transportador no está disponible,
MainGeneratorsName	Main Generators	Generatory Główne	Hauptstromaggregate	Générateurs Généraux	主发电机	Geradores principais	Главные Генераторы	Grupos electrógenos principales
MainGeneratorsNotDestroyedDescription	Section operational.	Sekcja czynna	Sektion aktiv	Sections active.	可操作区域	Secção ativa	Секция активна.	Sección activa
MeteoDestroyedDescription	Section shut down. Weather reports unavailable.	Sekcja nieaktywna. Raporty pogodowe nie nadchodzą.	Sektion inaktiv. Die Wetterberichte kommen nicht an.	Section non active. Rapports météo n’arrivent pas	区域关闭。 天气报告没有进来。	Secção inativa. Os relatórios meteorológicos não chegam.	Секция не активна. Рапорты о погоде не приходят.	Sección inactiva. Informes meteorológicos no llegan.
MeteoName	Meteorology 	Meteorologia	Meteorologie	Météorologie	气象	Meteorologia	Метеорология	Meteorología
MeteoNotDestroyedDescription	Section operational. Weather reports available.	Sekcja aktywna. Dostępne są raporty pogodowe.	Sektion aktiv. Die Wetterberichte sind verfügbar	Sections active. Rapport météo disponibles.	可操作区域， 天气报告可用。	Secção ativa. Estão disponíveis os relatórios meteorológicos.	Секция активна. Доступны рапорты о погоде.	Sección activa. Informes de meteorología disponibles.
PilotsDestroyedDescription	Section shut down. All slots in the Air Department are locked.	Sekcja nieaktywna. Wszystkie stanowiska w Dziale Lotniczym są zablokowane.	Sektion inaktiv. Alle Posten in der Luftabteilung sind blockiert.	Section non active. Tous les postes dans la Division de l’Aviation sont bloqués.	区域关闭， 空军部门的所有槽位都被禁用。	Secção inativa. Todas as vagas no Departamento aéreo estão bloqueadas.	Секция не активна. Все позиции в Отделении Авиации заблокированы.	Sección inactiva. Todos los espacios en el Departamento de Flota Aérea están bloqueados.
PilotsName	Pilots 	Piloci	Piloten	Pilotes	飞行员	Pilotos	Пилоты	Pilotos
PilotsNotDestroyedDescription	Section operational. Assigning crew to the Air Department is possible.	Sekcja aktywna. Umożliwia przypisanie załogi do Działu Lotniczego.	Sektion aktiv. Ermöglicht die Zuteilung der Mannschaft zur Luftfahrtabteilung.	Sections active. Permet d’affecter la Division de l’Aviation	可操作区域， 允许将人员分配到空军部门。	Secção ativa. Permite a adscrição da tripulação ao Departamento aéreo.	Секция активна. Позволяет назначить экипаж в Авиационное Отделение.	Sección activa. Permite asignar tripulación al Departamento de Aviación.
PumpsDestroyedDescription	Section shut down. Deflooding button(s) unavailable.	Sekcja nieaktywna. Przycisk pomp nie jest dostępny.	Sektion inaktiv. Die Taste Pumpen ist nicht verfügbar.	Section non active. Bouton des pompes non accessible.	区域关闭， 排水按钮不可用。	Secção inativa. O botão das bombas não está disponível.	Секция не активна. Кнопка насосов недоступна.	Sección inactiva. El botón de bombas no está disponible.
PumpsName	Pumps	Pompy	Pumpen	Pompes	水泵	Bombas	Насосы	Bombas
PumpsNotDestroyedDescription	Section operational. Deflooding button(s) available.	Sekcja aktywna. Umożliwia użycie przycisku pomp.	Sektion aktiv. Ermöglicht die Verwendung der Taste Pumpen.	Sections active. Permet d’utiliser le bouton de pompes	可操作区域， 允许使用排水按钮。	Secção ativa. Permite utilizar o botão das bombas.	Секция активна. Позволяет использование кнопки насосов.	Sección activa. Permite utilizar el botón de bombas.
SickbayDestroyedDescription	Section shut down. All slots in the Medical Department are locked.	Sekcja nieaktywna. Wszystkie stanowiska w Dziale Medycznym są zablokowane.	Sektion inaktiv. Alle Posten in der Medizinischen Abteilung sind blockiert.	Section non active. Tous les postes dans la Division Médicale sont bloqués.	区域关闭， 医疗部门的所有槽为都被禁用。	Secção inativa. Todas as vagas no Departamento médico estão bloqueadas.	Секция не активна. Все позиции в Медицинском Отделении заблокированы.	Sección inactiva. Todos los espacios en el Departamento Médico están bloqueados.
SickbayName	Sick Bay	Ambulatorium	Krankenstation	Infirmerie	病房	Enfermaria	Лазарет	Enfermería
SickbayNotDestroyedDescription	Section operational. Assigning crew to the Medical Department is possible.	Sekcja aktywna. Umożliwia przypisywanie załogantów do Działu Medycznego.	Sektion aktiv. Ermöglicht die Zuteilung der Mannschaft zur Medizinischen Abteilung.	Sections active. Permet d’affecter les membres de l’équipage à la Division Médicale.	可操作区域， 允许将人员分配到医疗部门。	Secção ativa. Permite adscrever tripulantes ao departamento de medicina.	Секция активна. Позволяет назначать экипаж в Медицинское Отделение.	Sección activa. Permite asignar tripulación al Departamento Médico.
TargetingDestroyedDescription	Section shut down. Carrier's Defense is reduced by 1.	Sekcja nieaktywna. Obrona lotniskowca jest zmniejszona o 1.	Sektion inaktiv. Die Verteidigung des Flugzeugträgers ist um 1 reduziert.	Section non active. La défense de la porte-avion est diminuée de 1.	区域关闭， 航母的防御力降低 1 个点。	Secção inativa. Defesa do porta-aviões diminuída em 1	Секция не активна. Защита авианосца уменьшена на 1.	Sección inactiva. La defensa del portaaviones se disminuye en 1
TargetingName	Targeting 	Sekcja Celownicza	Zielsektion	Section de Ciblage	定位	Secção de mira	Секция Прицеливания	Sección de Puntería 
TargetingNotDestroyedDescription	Section operational.	Sekcja czynna	Sektion aktiv	Sections active.	可操作区域	Secção ativa	Секция активна.	Sección activa
TurbinesDestroyedDescription	Section shut down. Carrier’s speed reduced by 40%.	Sekcja nieaktywna. Lotniskowiec porusza się o 40% wolniej.	Sektion inaktiv. Der Flugzeugträger bewegt sich um 40% langsamer.	Section non active. Le porte-avion se déplace de 40 % plus lentement.	区域关闭， 航母的移动速度慢了 40%。	Secção inativa. O porta-aviões move-se 25% mais lento.	Секция не активна. Авианосец движется на 40% медленнее.	Sección inactiva. El portaaviones se mueve el 40 % más lento.
TurbinesName	Turbines 	Turbiny	Turbinen	Turbines	涡轮机	Turbinas	Турбины	Turbinas
UpperSection	Upper Section	Sekcja Górna	Obere Sektion	Section supérieure	上部区域	Secção superior	Верхняя Секция	Sección principal
UpperSectionDestroyedEffect	A plane wreck is blocking the flight deck. Send a DC team here to remove it.	Wrak samolotu blokuje pokład. Wyślij BN tutaj aby usunąć wrak. 	Das Flugzeugwrack blockiert das Deck.	Épave d’avion bloque le bord	飞机残骸占用了甲板	Um destroço de navio bloqueia o bordo.	Обломки самолета блокируют палубу. Отправьте РБ, чтобы убрать обломки. 	Un casco de avión bloquea la cubierta. Envíe una ER para retirar el casco. 
UpperSectionNotDestroyedEffect	Section operational.	Sekcja czynna	Sektion aktiv	Sections active	可操作区域	Secção ativa	Секция активна.	Sección activa
WorkshopDestroyedDescription	Section shut down. The switch in the island’s Bridge is locked.	Sekcja nieaktywna. Przełączniki na Mostku są zablokowane.	Sektion inaktiv. Die Schalter auf der Brücke sind blockiert.	Section non active. Les interrupteurs sur la Passerelle sont bloqués.	区域关闭， 作战指挥部的行动选择按钮被禁用。	Secção inativa. Os interruptores na ponte do navio estão bloqueados.	Секция не активна. Переключатели на Мостике заблокированы.	Sección inactiva. Los seleccionadores en el puente están bloqueados.
WorkshopName	Workshop	Warsztat	Werkstatt	Atelier	车间	Oficina	Мастерская	Taller
WorkshopNotDestroyedDescription	Section operational.	Sekcja czynna	Sektion aktiv	Sections active	可操作区域。	Secção ativa	Секция активна.	Sección activa
SegmentStatusDesc	Segment status(es):	Status sekcji:	Sektionsstatus:	Statut de section :	区域状态：	Estado da secção:	Статус секции:	Estatus de la sección:
SegmentStatusClear	All clear	Wszystko w porządku	Alles in Ordnung	Toute en ordre	没有警报	Tudo em ordem	Все в порядке	Todo en orden
SegmentStatusFire	On fire	W ogniu	Im Feuer	Dans le feu	着火	Sob fogo	В огне	En llamas
SegmentStatusFlood	Flooded	Zalany	Überflutet	Inondé	被淹	Inundada	Затоплена	Inundado
SegmentStatusInjured	Injured crew	Ranny załogant	Verletztes Mannschaftsmitglied	Membre de l’équipement blessé	受伤的人员	Tripulante lesionado	Раненый член экипажа	Tripulante lesionado
SegmentStatusFault	Malfunctioning	Wymagana naprawa	Erforderliche Reparatur	Réparation requise	故障	Reparação necessária	Требуется ремонт	Requiere de reparación
SegmentStatusDestroyed	Destroyed	Zniszczony	Zerstört	Abîmé	毁坏	Destruído	Уничтожена	Dañado
TurbinesNotDestroyedDescription	Section operational. 	Sekcja aktywna.	Sektion aktiv.	Sections active.	可操作区域。	Secção ativa.	Секция активна.	Sección activa.
DeckName	Deck Operations	Operacje Pokładowe	Deckoperationen	Opérations sur le bord	操作甲板	Operação a bordo	Операции на Палубе	Operaciones de cubierta
DeckDestroyedDescription	Section shut down. All slots in the Damage Control Department are locked.	Sekcja nieaktywna. Wszystkie stanowiska w Dziale Naprawczym są zablokowane.	Sektion inaktiv. Alle Posten in der Reparaturabteilung sind blockiert.	Section non active. Tous les postes dans la Division de Réparation sont bloquées.	区域关闭， 维修部门的所有槽位都被锁定。	Secção inativa. Todas as vagas no Departamento de reparação estão bloqueadas.	Секция не активна. Все позиции в Ремонтном Отделении заблокированы.	Sección inactiva. Todos los puestos en el Departamento de Reparación están bloqueados.
DeckNotDestroyedDescription	Section operational.	Sekcja aktywna.	Sektion aktiv.	Section active.	区域可操作。	Secção ativa.	Секция активна.	Sección activa.
