	en	pl	de	fr	zh	pt	ru	es
Error_supplies	The carrier is out of supplies!	Brak zasobów na lotniskowcu!	Keine Ressourcen auf dem Flugzeugträger!	Absence de ressources sur un porte-avion !	航空母舰缺少补给！	Faltam recursos no porta-aviões!	На авианосце нет ресурсов!	The carrier is out of supplies!
Identify_Targets	Send a team to identify each individual target of an enemy fleet or base.	Wyślij zespół, który zidentyfikuje każdy pojedynczy cel we flocie lub bazie przeciwnika.	Diese Mission erlaubt die vollständige Identifikation der Komposition der feindlichen Flotte oder des Stützpunkts.	Cette mission permet d’identifier entièrement la composition d’une flotte ou d’une base ennemie.	此任务用于全面识别敌方攻击机群或基地的规模。	Esta missão permite uma identificação completa da composição do parque ou da base do inimigo.	Отправьте команду, чтобы определить каждую цель на флоте или базе противника.	Send a team to identify each individual target of an enemy fleet or base.
MidwayCAP_Desc	Send a combat air patrol to defend the base at Midway.	Wyślij wsparcie powietrzne do obrony bazy na wyspie Midway.	Schicke Luftunterstützung zur Verteidigung des Stützpunkts auf der Insel Midway.	Envoyer un appui aérien pour défendre la base sur l’île Midway.	派出空中巡逻队保卫中途岛的基地。	Envia um reforço aéreo para proteger a base na ilha de Midway.	Отправьте поддержку с воздуха для обороны базы на острове Мидуэй.	Send a combat air patrol to defend the base at Midway.
MidwayFriendlyFleetCap	Midway Defense	Obrona Midway	Verteidigung von Midway	Défense de Midway	防御中途岛	Defesa de Midway	Оборона острова Мидуэй	Midway Defense
Recon_Mission	Send a team to examine any unknown objects on the map.	Wyślij zespół, który rozpozna niezidentyfikowane obiekty widoczne na mapie. 	Diese Mission erlaubt die nicht identifizierten Objekte, die auf der Karte sichtbar sind, zu erkennen.	Cette mission permet d’examiner les objets non identifiés visibles sur la carte.	使用此任务来识别地图上的任何未知对象。	Esta missão permite reconhecer os objetos não identificados no mapa.	Отправьте команду, чтобы определить неопознанные объекты, которые видно на карте. 	Send a team to examine any unknown objects on the map.
RescueVIP	VIP Rescue Mission	Transport VIP-a	Transport von VIP	Mission de secours de VIP	救援重要人物的任务	Transporte de um VIP	Транспорт VIP-персоны	VIP Rescue Mission
RescueVIP_Desc	Use this mission to rescue the VIP trapped on Wake Island.	Wyślij tę misję, by uratować VIP'a z wyspy Wake.	Entsende diese Mission, um den VIP von der Insel Wake zu retten.	Envoyez cette mission pour sauver un VIP piégé sur l'île Wake.	使用此任务营救被困在威克岛的重要人物们。	Envie a missão para salvar um VIP da ilha Wake.	Отправьте эту миссию, чтобы спасти VIP-персону с острова Уэйк.	Use this mission to rescue the VIP trapped on Wake Island.
Scouting_Patrol	Send scouts to significantly increase the detection range around your fleet. Enemies within this range will be automatically detected—no Recon mission required.	Użyj tej misji, aby znacznie zwiększyć zasięg wykrywania wokół grupy uderzeniowej. Wrogowie w tym zasięgu będą automatycznie wykrywani - bez konieczności wysyłania misji zwiadowczych.	Benutze diese Mission, um den Aktionsradius der Entdeckung um die Sturmgruppe zu erweitern. In diesem Aktionsradius werden die Feinde automatisch entdeckt - ohne dass man Aufklärungsmissionen schicken muss.	Envoyez cette mission pour augmenter la portée de détection autour de votre groupe aéronaval. Les ennemis se trouvant à cette portée seront détectés automatiquement sans nécessité d’envoyer des missions de reconnaissance.	使用此任务可显着增加你方可打击区域的探测范围。  此范围内的敌人将被自动检测  ——  无需执行侦察任务。	Selecione esta missão para aumentar o alcance de deteção ao redor do grupo de ataque. Os inimigos que entrarem na zona serão detetados automaticamente sem a necessidade de enviar missões de reconhecimento.	Используйте эту миссию, чтобы значительно увеличить дальность обнаружения вокруг ударной группы. Враги будут автоматически обнаружены в этом диапазоне — нет необходимости отправлять разведывательные миссии.	Send scouts to significantly increase the detection range around your fleet. Enemies within this range will be automatically detected—no Recon mission required.
Submarine_Hunting	Use this mission to temporarily drive away hostile submarines preparing to attack your fleet.	Wrogie okręty podwodne rozpoczynają atak na twoją grupę uderzeniową. Wysłanie tej misji tymczasowo je odeprze.	Feindliche U-Boote beginnen mit dem Angriff auf Deine Sturmgruppe. Das Entsenden dieser Mission wird sie vorübergehend aufhalten.	Les sous-marins ennemis lancent une attaque contre votre groupe aéronaval. Cette mission les repoussera temporairement.	敌对潜艇即将对你的战斗群发起攻击，  下达此任务将可以暂时将他们赶走。	Os submarinos inimigos começam o ataque ao teu grupo de ataque. O envio da missão vai detê-los temporariamente.	Вражеские подводные лодки начинают наступать на Вашу ударную группу. Отправка этой миссии временно отбросит их.	Use this mission to temporarily drive away hostile submarines preparing to attack your fleet.
Error_night	Cannot be launched at night!	Nie można startować w nocy!	Man kann nicht in der Nacht starten!	Décollage de nuit impossible !	晚上无法起飞！	Não se pode descolar de noite!	Нельзя стартовать ночью! 	Cannot be launched at night!
MagicAirstrike	Coordinated Airstrike	Skoordynowany Nalot	Koordinierter Luftangriff	Raid aérien coordonné	协同空袭	Ataque aéreo coordenado	Скоординированный Авиаудар	Coordinated Airstrike
MagicAirstrike_Desc	Coordinate an aerial attack on an enemy building with an Allied fleet. In the Strategy menu, your attack’s strength will match the Defense of the enemy target.	Zgraj atak lotniczy na budynki wroga z flotą sojusznika. Skoordynowany atak uszkodzi tylko militarne cele.	Stimme den Luftangriff auf die Gebäude des Feindes mit der verbündeten Flotte ab. Der koordinierte Angriff wird nur militärische Ziele beschädigen.	Lancez une attaque aérienne contre les bâtiments de l’ennemi avec la flotte alliée. Une attaque coordonnée n’endommagera que les cibles militaires.	与盟军舰队协调对敌军的空袭，  你的攻击值会调整到可以摧毁敌人的强度。	Coordene um ataque aéreo aos edifícios do inimigo com a frota do teu aliado. Um ataque coordenado danificará só os alvos militares.	Совершите воздушное наступление на вражеские здания совместно с флотом союзника. Скоординированное наступление нанесет ущерб только военным объектам.	Coordinate an aerial attack on an enemy building with an Allied fleet. In the Strategy menu, your attack’s strength will match the Defense of the enemy target.
MagicIdentify	Photo Recon	Foto-Rekonesans	Foto-Erkundung	Reconnaissance photographique	拍摄侦察	Reconhecimento fotográfico	Фоторазведка	Photo Recon
MagicIdentify_Desc	Use aerial photography to reveal all of the individual targets within an enemy base.	Użyj fotografii powietrznej, by rozpoznać wszystkie indywidualne cele wrogiej bazy.	Benutze die Luftbilder um alle individuellen Ziele des feindlichen Stützpunkts zu erkennen.	Utilisez la photographie aérienne pour révéler les cibles individuelles de la base ennemie.	使用航空摄影可以揭示敌人基地的所有作战梯队。	Utilize a fotografia aérea para reconhecer todos os alvos individuais da base inimiga.	Используйте аэрофотосъемку для идентификации каждой отдельной цели вражеской базы.	Use aerial photography to reveal all of the individual targets within an enemy base.
MidwayAirstrike	Midway Airstrike	Wsparcie z Midway	Unterstützung aus Midway	Soutien depuis l’île de Midway	中途岛空袭	Apoio desde Midway	Поддержка с острова Мидуэй	Midway Airstrike
MidwayAirstrike_Desc	Launch an air raid in coordination with the base at Midway.	Wyślij atak powietrzny w koordynacji z siłami powietrznymi Midway.	Schicke einen Luftangriff in Koordination mit den Luftstreitkräften von Midway.	Lancez une attaque aérienne coordonnée avec les forces aériennes de Midway.	与中途岛的基地协调发动空袭。	Envie um ataque aéreo com coordenação com as forças aéreas Midway.	Отправьте воздушное наступление в координации с воздушными силами острова Мидуэй.	Launch an air raid in coordination with the base at Midway.
AttackJapan	Bomber Escort	Eskorta Bombowców	Bomber-Geleitschutz	Escorte de bombardiers	轰炸机护航	Escolta de Bombardeiros	Эскорт Бомбардировщиков	Bomber Escort
AttackJapan_Desc	Send escort planes to support the air raid on Tokyo.	Użyj tej misji by wysłać wsparcie powietrzne dla bombowców atakujących Tokio.	Benutze diese Mission um Luftunterstützung für die Bomber, die Tokio angreifen, zu schicken.	Cette mission permet d’envoyer un soutien aérien pour les bombardiers lançant une attaque sur la ville de Tokyo.	派遣护航飞机支援对东京的空袭。	Utilize esta missão para enviar um apoio aéreo para os bombardeiros que estão a atacar Tóquio.	Используйте эту миссию, чтобы отправить поддержку с воздуха для бомбардировщиков, атакующих Токио.	Send escort planes to support the air raid on Tokyo.
Night_airstrike	Night Airstrike	Nocny Nalot	Nachtluftangriff	Raid aérien de nuit	夜间空袭	Ataque aéreo noturno	Ночной Авиаудар	Night Airstrike
Night_airstrike_Desc	Use this mission to launch an airstrike at night.	Użyj tej misji, by wysłać atak powietrzny w nocy.	Benutze diese Mission um einen Nachtluftangriff zu schicken.	Utilisez cette mission pour lancer une attaque aérienne de nuit.	使用此任务在夜间发动空袭。	Utilize esta missão para enviar um ataque aéreo noturno.	Используйте эту миссию, чтобы отправить воздушное наступление ночью.	Use this mission to launch an airstrike at night.
Night_recon	Night Recon	Nocny Rekonesans	Nächtliche Erkundung	Reconnaissance nocturne	夜间侦察	Reconhecimento noturno	Ночная Рекогносцировка	Night Recon
Night_recon_Desc	Use this mission to carry out aerial reconnaissance at night.	Użyj tej misji, by wykonać rekonesans powietrzny w nocy.	Benutze diese Mission um Luftaufklärung bei Nacht durchzuführen.	Utilisez cette mission pour faire une reconnaissance aérienne nocturne.	此任务是在夜间进行空中侦察。	Utilize esta missão para enviar uma missão de reconhecimento noturno.	Используйте эту миссию, чтобы выполнить воздушную рекогносцировку ночью.	Use this mission to carry out aerial reconnaissance at night.
Error_recoveryarea	Your strike group is outside of the mission’s recovery area!	Grupa uderzeniowa jest poza obszarem odbioru samolotów!	Die Sturmgruppe befindet sich außerhalb des Gebiets der Flugzeugabholung!	Le groupe aéronaval est en dehors de la zone de récupération des avions !	处于着陆区域之外！	O grupo de ataque está fora da zona de receção dos aviões!	Ударная группа находится вне зоны приема самолетов!	Your strike group is outside of the mission’s recovery area!
AirstrikeSubmarine	Submarine Airstrike	Nalot na Okręty Podwodne	Luftangriff auf die Unterseeboote	Raid aérien sur les Sous-marins	潜艇攻击	Ataque aéreo aos Submarinos	Авиаудар на Подводные Лодки	Submarine Airstrike
AirstrikeSubmarine_Desc	Launch an airstrike on enemy submarines.	Przeprowadź nalot na okręty podwodne wroga.	Führe einen Luftangriff auf die feindlichen Unterseebote durch und nutze dabei die modernste Technologie der Unterwasseraufklärung.	Lancez un raid aérien sur les sous-marins ennemis en mettant en œuvre une technologie avancée de détection sous-marine.	使用最先进的海底探测技术对敌方潜艇发动袭击。	Realize um ataque aos submarinos do inimigo utilizando a tecnologia mais nova de deteção submarina.	Совершите авиаудар на подводные лодки врага.	Launch an airstrike on enemy submarines.
Midway	Midway 	Midway	Midway	Midway	中途岛	Midway	Мидуэй	Midway 
SubmarineRecon	Submarine Recon	Wykrywanie Okrętów Podwodnych	Aufspüren von Unterseeboten	Détection des Sous-marins	潜艇侦察	Deteção de Submarinos	Обнаружение Подводных Лодок	Submarine Recon
SubmarineRecon_Desc	Locate enemy submarines using state-of-the-art underwater technology.	Ta misja lokalizuje wrogie łodzie podwodne, używając zaawansowanej technologii wykrywania podwodnego.	Diese Mission lokalisiert die feindlichen U-Boote und nutzt dabei die fortgeschrittene Technologie der Unterwasseraufklärung.	Cette mission permet de localiser les sous-marins ennemis en mettant en œuvre une technologie avancée de détection sous-marine.	使用最先进的海底探测技术定位敌方潜艇。	Esta missão localiza os submarinos inimigos utilizando uma tecnologia avançada de deteção de submarinos.	Эта миссия определяет местонахождение вражеских подводных лодок при помощи передовой технологии подводного обнаружения.	Locate enemy submarines using state-of-the-art underwater technology.
Decoy	Decoy	Przynęta	Köder	Leurre	诱饵	Isca	Приманка	Decoy
Decoy_Desc	Send a decoy to lure enemies to a different location. Enemy fleets (within range) will be led to the decoy’s position.	Wyślij misję z przynętą, by odciągnąć wrogie okręty. Przeciwnicy w zasięgu misji skierują się w stronę przynęty. 	Entsende eine Mission mit Köder, um die feindlichen U-Boote wegzulocken. Die Gegner werden sich im Aktionsradius der Mission in Richtung des Köders bewegen.	Utilisez la mission avec un leurre pour détourner les navires ennemis. Les ennemis se trouvant à la portée de mission se dirigent vers le leurre.	布置诱饵将敌人引诱到不同的位置。   敌方舰队（在一定范围内）将被引导到诱饵的位置。	Envie uma missão com isca para atrair os submarinos inimigos. Os inimigos na zona de alcance desta missão vão dirigir-se na direção da isca.	Отправьте миссию с приманкой, чтобы отвлечь вражеские военные суда. Враги в радиусе действия миссии направятся в сторону приманки. 	Send a decoy to lure enemies to a different location. Enemy fleets (within range) will be led to the decoy’s position.
