	en	pl	de	fr	zh	pt	ru	es
T0M14d	All squadrons currently on board your carrier are shown here on the deck. You can change the appearance of each aircraft type using the radio buttons beneath them.	Tu pokazane są wszystkie eskadry znajdujące się aktualnie na pokładzie lotniskowca. Wygląd każdego typu samolotu można zmienić za pomocą przycisków znajdujących się pod nim.	Hier werden alle Staffeln angezeigt, die sich aktuell auf dem Deck des Flugzeugträgers befinden. Man kann das Aussehen jedes Flugzeugs mit Hilfe der Tasten, die sich unter ihm befinden, ändern.	Ici, toutes les escadres actuellement sur le bord de la porte-avion, sont présentées. Le coté physique de tout avion peut être modifié avec les boutons se trouvant en-dessous.	单击屏幕底部的飞行中队按钮， 将它们添加到航母的机库中。 右键单击甲板上的飞机或中队可以删除飞行中队。	Aqui encontram-se todas as esquadras que atualmente estão a bordo do porta-aviões. O aspeto visual do tipo de avião pode ser modificado com os botões que se encontram debaixo dele.	Здесь показаны все эскадрильи, которые в данный момент находятся на палубе авианосца. Внешний вид каждого типа самолета можно изменить с помощью кнопок, которые находятся под ним.	Aquí se muestran todas las escuadras que actualmente se encuentran en la cubierta del portaaviones. El aspecto de cada tipo de avión se puede cambiar con el uso de los botones abajo.
T0M15	The Carrier menu	Panel lotniskowca	Menü Flugzeugträger	Panneau du porte-avion	航母界面	Painel de porta-aviões	Панель авианосца	Panel del portaaviones
T0M15d	Here she is, Admiral—the aircraft carrier under your command. This is the Carrier menu, where you can obtain upgrades for various aspects of your flagship.	Oto i on, Admirale - lotniskowiec pod twoją komendą. To jest menu lotniskowca, w którym można uzyskać ulepszenia dla różnych aspektów swojego okrętu flagowego.	Das ist er, Admiral - der Flugzeugträger unter deinem Kommando. Das ist das Menü Flugzeugträger, mit dem man dies Schiff vielseitig verbessern kann.	Le voilà, to on, Amiral, un porte-avion sous votre commandement. C’est le menu du porte-avions où vous pouvez obtenir des améliorations de différentes types pour différents aspects de votre navire phare.	在这个界面上， 您可以对航母各个方面进行升级。	Aqui está, Almirante. O porta-aviões sob o seu comando. Este é o menu do porta-aviões, onde se podem obter melhorias para vários aspetos do navio principal.	А вот и он, Адмирал, – авианосец под Вашим командованием. Это меню авианосца, где можно получить улучшения для различных аспектов Вашего флагманского судна.	Aquí está, Almirante, el portaaviones bajo su mando Este es un menú del portaaviones, donde se pueden obtener mejoras de varios aspectos de su buque principal.
T0M16	Upgrading carriers’ statistics	Ulepszanie statystyk lotniskowca	Verbesserung der Flugzeugträger-Statistiken	Amélioration des statistiques du porte-avion	升级航母数据	melhoria das estadísticas do porta-aviões	Улучшение статистики авианосца	Mejor de las estadísticas del portaaviones.
T0M16d	Available upgrades are shown in the panel to the left. Some of them will influence your strike group’s overall statistics.	Dostępne ulepszenia są wyświetlane w panelu po lewej stronie. Niektóre z nich wpłyną na ogólne statystyki Twojej grupy uderzeniowej.	Die verfügbaren Verbesserungen werden im Menü links eingeblendet. Manche von ihnen werden die allgemeinen Statistiken deiner Sturmgruppe beeinflussen.	Les améliorations disponibles sont affichées dans le volet de gauche. Certains d’entre eux affecteront les statistiques globales de votre groupe d’attaque.	你可以在这里得知升级对攻击群数据的影响。	As melhorias disponíveis aparecem no painel à esquerda. Algumas delas têm influência sobre as estadísticas gerais do seu grupo de ataque.	Доступные улучшения отображаются на панели слева. Некоторые из них влияют на общую статистику Вашей ударной группы.	Las mejoras disponibles se visualizan en el panel a la izquierda. Algunas de ellas tienen influencia en las estadísticas de su Grupo de Ataque.
T0M17	Changing the carrier’s name	Zmiana nazwy lotniskowca	Änderung des Namens des Flugzeugträgers	Changement du nom de l’aérodrome	自定义航母名称	Modificação do nome no porta-aviões	Изменение названия авианосца	Cambio del nombre del portaaviones
T0M17d	You also can rename the carrier here—if you wish, sir.	Jeśli chcesz, Sir, możesz dać swojemu lotniskowcowi nazwę, z której zostanie zapamiętany.	Wenn du möchtest, Sir, kannst du deinem Flugzeugträger einen Namen geben, unter dem er in der Erinnerung bleibt.	Su vous voulez, sir, vous pouvez donner à votre porte-avions un nom dont on se souviendra.	如果您愿意， 您可以给您的航空母舰起一个容易记住的名字。	Sir, se desejar, pode atribuir um nome ao seu porta-aviões.	Если хотите, сэр, можете дать своему авианосцу имя, под которым его будут помнить.	Si usted prefiere, Sir, puede bautizar a su portaaviones.
T0M18	Changing carrier type	Zmiana typu lotniskowca	Änderung des Typs des Flugzeugträgers	Changement du type de porte-avion.	更改航母类型	Modificação do tipo do porta-aviões	Изменение типа авианосца	Cambio del tipo del portaaviones
T0M18d	At this time you have access to only one type of aircraft carrier. As the campaign progresses, you will unlock more of them, and be able to tailor your fleet to your own specifications.	W tej chwili masz dostęp tylko do jednego typu lotniskowca. W miarę postępów w kampanii odblokujesz ich więcej i będziesz mógł dostosować swoją flotę do własnych potrzeb.	Derzeit hast du Zugang nur zu einem Typ des Flugzeugträgers. Mit den Fortschritten in der Kampagne wirst du mehr von ihnen entsperren und deine Flotte an deine Bedürfnisse anpassen können.	Actuellement, vous pouvez accéder uniquement à ce type de porte-avion. Au fur et mesure de compagnie, vous en débloquer plus et vous pourrez adapter votre flotte à vos propres besoins.	现在您只能使用一种类型的航母。 随着您的进步， 您将可以解锁更多， 并能够根据自己的喜好定制您的舰队。	Neste momento só tem acesso a um tipo de porta-aviões. À medida que se desenvolve a campanha, ficarão desbloqueados outros tipos e poderá configurar a frota segundos as suas necessidades.	На данный момент у Вас есть доступ только к одному типу авианосца. По мере прохождения кампании Вы разблокируете большее их количество и сможете адаптировать флот к своим потребностям.	En este momento está disponible sólo un tipo de portaaviones. Conforme vaya avanzando la campaña, desbloqueará más tipos y podrá ajustar la flota a sus necesidades.
T0M19	The Escort menu	Panel eskorty	Menü Geleitschutz	Panneau d’escorte	护航界面	Painel de escolta	Панель Эскорта	Panel de escolta
T0M19d	As every mission is different, you can come here to adjust your fleet accordingly. Use the Escort menu to set up your carrier’s escort, preparing a strike group that will serve you well at sea.	Ponieważ każda misja jest inna, możesz tu wejść, aby odpowiednio dostosować swoją flotę. W menu Eskorta możesz ustawić eskortę swojego lotniskowca, przygotowując grupę uderzeniową, która będzie ci dobrze służyć na morzu.	Weil jede Mission anders ist, kannst du das Menü öffnen, um deine Flotte entsprechend anzupassen. In dem Menü Geleitschutz kannst du den Geleitschutz deines Flugzeugträgers einstellen, indem du die Sturmgruppe vorbereitest, die dir auf dem Meer einen guten Dienst erweisen wird.	Étant donné que chaque mission est différente, vous pouvez venir ici pour personnaliser votre flotte. paramétrer l’escorte de votre port-avion et préparant un groupe d’homme qui vous permettra de bien servir dans la mer.	人多力量大， 所以即使是像航空母舰这样强大的船也不会独自航行。 你可以在这里设置你的海军护航舰队。	Cada missão é diferente. Pode entrar aqui para ajustar a frota de uma forma adequada. No menu Escolta pode configurar a escolta do seu porta-aviões preparando um grupo de ataque, que lhe servirá no mar.	Поскольку все миссии разные, Вы можете войти сюда, чтобы адаптировать свой флот соответствующим образом. В меню Эскорт Вы можете настроить эскорт своего авианосца, подготовив ударную группу, которая будет верно служить Вам в море.	Puesto que cada misión es diferente, puede entrar aquí para ajustar su flota. En el menú de Escolta puede configurar la escolta de su portaaviones preparando un Grupo de Ataque que le servirá bien en el mar.
T0M1d	Good day, Admiral! Please take a few moments to create your avatar. This is how you will be represented during the campaign. You will not be able to make any changes to this configuration later, so bear this in mind before leaving. Begin by clicking the highlighted field to select your starting order.	Dzień dobry, Admirale! Proszę poświęcić kilka chwil na stworzenie swojego awatara. W ten sposób będziesz reprezentowany podczas kampanii. Nie będziesz mógł później dokonać żadnych zmian w tej konfiguracji, więc pamiętaj o tym przed wyruszeniem w drogę. Rozpocznij od kliknięcia na podświetlone pole, aby wybrać swój rozkaz startowy.	Guten Tag, Admiral! Bitte nimm dir etwas Zeit, um deinen Avatar zu kreieren. Auf diese Art und Weise wirst du während der Kampagne vertreten sein. Du wirst später in dieser Konfiguration keine Veränderungen durchführen können, denke also daran, bevor du dich auf den Weg machst. Beginne mit dem Klick auf das beleuchtete Feld, um deinen Startbefehl zu wählen.	Bourbon Amiral ! Veuillez prendre quelques instants pour créer votre avatar. Ainsi, vous vous faites représenté lors de la campagne. Vous ne pourriez plus apporter des modification à cette configuration, n’oublier pas avant de partir. Commencez en cliquant sur le champs illuminant afins de choisir votre ordre initial.	欢迎你， 海军上将！请花点时间自定义您的头像。 这就是您在此活动中的形象。 您以后将无法更改此设置， 因此请确保一切都符合您的喜好。 首先单击高亮的字段以选择您的初始指令。	Bom dia, Almirante! Por favor, dedique uns minutos a criar o seu avatar. Desta forma, você será representado durante a campanha. Depois não poderá realizar nenhumas modificações. Lembre disso antes de partir. Inicie fazendo um clique no campo iluminado para escolher a sua ordem de início.	Здравствуйте, Адмирал! Пожалуйста, потратьте несколько минут на создание своего аватара. Именно так Вы будете представлены во время кампании. Позже Вы не сможете внести изменения в эту конфигурацию, поэтому помните об этом перед отправлением в путь. Начните с нажатия на выделенное поле, чтобы выбрать свой начальный приказ.	Buenos días, ¡Almirante! Por favor, dedique un momento a la creación de su avatar. Así será usted representado durante la campaña. Después ya no podrá introducir ningún cambio. Comience por hacer un clic en el campo iluminado para elegir su orden inicial.
T0M2	Select a starting order	Wybierz rozkaz początkowy	Wähle den Startbefehl	Sélectionnez l’ordre initial	选择初始指令	Selecione a ordem principal	Выберите первоначальный приказ	Seleccionar la orden inicial
T0M20	Escort ships’ influence on statistics	Wpływ statków eskorty na statystyki	Einfluss der Geleitschutz-Schiffe auf die Statistiken	Influence des navires d’escorte sur les statistiques	为船只护航对统计数据的影响	Impacto dos navios da escolta sobre as estadísticas	Влияние кораблей эскорта на статистику	Elegir buques de escolta para las estadísticas
T0M20d	Your escort affects your strike group’s overall statistics, as shown in the Escort Bonuses panel.	Twoja eskorta wpływa na ogólne statystyki twojej grupy uderzeniowej, jak pokazano w panelu Premii Eskorty.	Dein Geleitschutz hat Einfluss auf die allgemeinen Statistiken deiner Sturmgruppe, wie das in dem Menü Geleitschutz-Prämien gezeigt wurde.	Votre escorte affecte les statistiques globales de votre groupe d’attaque, comme indiqué dans le panneau des bonus d’escorte.	您可以在这里升级您的护航规模， 这允许您将更多船只添加到您的攻击群。	A sua escolta tem um impacto sobre as estadísticas gerais no seu grupo de ataque, como foi demostrado no painel de Prémio de escolta.	Ваш эскорт влияет на общую статистику Вашей ударной группы, как показано на панели Бонусов Эскорта.	Su escolta tiene influencia en las estadísticas generales de su grupo de ataque, como se muestra en el Premio de Escolta.
T0M21	Increasing the amount of escort ships	Zwiększanie liczby statków eskorty	Erhöhung der Anzahl der Geleitschutz-Schiffe	Augmentation du nombre de navires de l’escorte	扩大护航舰数量	Aumento do número de navios de escolta.	Увеличение количества эскортных кораблей	Aumentar número de buques de escolta
T0M21d	You can use the highlighted panel to upgrade the size of your escort, allowing you to add more vessels to your strike group. Each ship provides a different bonus, so you can use your judgment to adapt the escort to your needs.	Możesz użyć podświetlanego panelu, aby zwiększyć rozmiar eskorty, co pozwoli ci dodać więcej statków do grupy uderzeniowej. Każdy statek zapewnia inne bonusy, więc możesz kierować się własnym osądem, aby dostosować eskortę do swoich potrzeb.	Du kannst das beleuchtete Menü benutzen, um den Ausmaß des Geleitschutzes zu erhöhen, dadurch wirst du mehr Schiffe zu der Sturmgruppe hinzufügen können. Jedes Schiff bietet andere Boni, es liegt also an dir, den Geleitschutz an deine Bedürfnisse anzupassen.	Vous pouvez utiliser le panneau lumineux pour augmenter la taille de l’escorte, ce qui vous permettra d’ajouter plus de navires au groupe aéronaval. Chaque navire offre des bonus différents, vous pouvez donc utiliser votre propre jugement pour adapter votre escorte à vos besoins.	与船舶升级类似， 您的护航对此处显示的攻击群数据有影响。 每艘船都提供不同的奖励， 所以请根据需要选择。	Pode utilizar o painel iluminado para aumentar o tamanho da escolta, o que lhe permitirá adicionar mais navios ao grupo de ataque. Cada navio oferece diferentes bónus, então pode decidir livremente para ajustar a escolta às suas necessidades.	Вы можете использовать выделенную панель, чтобы увеличить размер эскорта, это позволит Вам добавить больше кораблей к ударной группе. Каждый корабль предоставляет различные бонусы, поэтому Вы можете адаптировать эскорт к своим потребностям по Вашему усмотрению.	Puede utilizar el panel iluminado para aumentar el tamaño de la escolta, lo que permitirá añadir más buques al grupo de ataque. Cada buque ofrece otros premios, entonces puede elegir libremente y ajustar la escolta a sus necesidades.
T0M22	Unlocking and acquiring escort ships	Odblokowywanie i kupowanie statków eskorty	Entsperren und kaufen der Geleitschutz-Schiffe	Débloquer et acheter les navires de l’escorte	解锁和购买护卫舰	Desbloqueio e compra de navios de escolta	Разблокировка и покупка эскортных кораблей	Desbloquear y comprar buques de escolta
T0M22d	Some escort ships are available from the start of the campaign. You can spend Upgrade Points to unlock new types of ships, after which you can obtain vessels of unlocked types for a certain number of Command Points.	Niektóre statki eskortowe są dostępne od początku kampanii. Możesz wydawać Punkty Ulepszeń, aby odblokować nowe typy statków, po czym możesz otrzymać statki odblokowanych typów za określoną liczbę Punktów Dowodzenia.	Manche Geleitschutz-Schiffe sind seit Beginn der Kampagne verfügbar. Du kannst die Verbesserungspunkte erteilen, um neue Schiffstypen zu entsperren, wobei du die Schiffe der entsperrten Typen gegen eine bestimmte Zahl der Kommandopunkte bekommen kannst.	Certains navires d’escorte sont disponibles dès le début de la compagne. Vous pouvez dépenser les Points d’Amélioration pour débloquer de nouveaux types de navires, ensuite vous pouvez recevoir les types débloqués des navires en échange d’un nombre de Pointes de Commande.	有些船从一开始就可用， 但您需要先解锁新的船型以获得升级点， 然后才能购买它们以获得指挥点。 根据舰船等级价格及其在战斗中的效果会增加。	Alguns navios de escolta estão disponíveis no início da campanha. Pode gastar os Pontos de melhorias para desbloquear novo tipos de navios, e depois poderá receber navios nos tipos desbloqueados por uma determinada quantidade de Pontos de comando.	Некоторые эскортные корабли доступны с начала компании. Вы можете тратить Пункты Улучшений, чтобы разблокировать новые типы кораблей, после чего Вы можете получить корабли разблокированных типов за определенное количество Пунктов Командования.	Algunos buques de escolta están disponibles desde el inicio de la campaña. Puede gastar Puntos de mejoras para desbloquear nuevos tipos de buques y después recibir buques de los tipos desbloqueados por una cantidad determinada de Puntos de Mejoras.
T0M23	Selecting escort ships for missions	Wybieranie statków eskorty do misji	Wählen der Geleitschutz-Schiffe für die Mission	Sélection des navires pour la mission	为任务选择护卫舰	Escolha de navios de escolta para uma missão	Выбор эскортных кораблей для миссии	Elección de buques de escolta para la misión
T0M23d	To choose your escort for a mission, double-click or drag and drop the ships’ icons to move them from the inventory below into available slots in the dock. (You can remove ships from your escort by right-clicking them in the dock.)	Aby wybrać eskortę na misję, kliknij dwukrotnie lub przeciągnij i upuść ikony statków, aby przenieść je z poniższego inwentarza do wolnych miejsc w doku. (Możesz usunąć statki z eskorty, klikając je prawym przyciskiem myszy w doku).	Um den Geleitschutz für die nächste Mission zu wählen, klicke zweimal die Schiffsbilder an oder ziehe und lege sie ab, um sie aus der unten präsentierten Gruppe an die freien Plätze im Dock zu verschieben. (Du kannst die Schiffe aus dem Geleitschutz entfernen, indem man sie mit der rechten Maustaste anklickt).	Pour sélectionner une escorte pour une mission, double-cliquez ou faites glisser et déposez les icônes des navires pour les déplacer de l’inventaire ci-dessous vers les emplacements vacants sur le quai. (Vous pouvez supprimer les navires de l’escorte en cliquant dessus avec le bouton droit de la souris dans le dock).	将可用的船只从库中拖到槽位， 或单击它们为您的任务护航， 您还可以通过右键单击槽位来移除当前的护卫舰。	Para escolher a escolta para uma missão, faça um clique duplo e arraste os ícones dos navios para os mover desde o inventário até as vagas na doca. (Pode eliminar navios da escolta fazendo um clique com o botão direito do rato na doca).	Чтобы выбрать эскорт для миссии, дважды нажмите или перетащите иконки кораблей, чтобы переместить их из инвентаря внизу на свободные места в доке. (Вы можете удалить корабли из своего эскорта, нажимая на них в доке правой кнопкой мыши).	Para elegir la escolta para una determinada misión, haga un doble clic o arrastre los iconos de buques para moverlos del inventario a los espacios libres. (Puede eliminar los buques de escolta haciendo clic con en botón derecho del ratón en el muelle).
T0M24	Launching out on a mission	Wyruszanie na misję	Aufbruch zu einer Mission	Nous partons en mission	起飞一项飞行任务	Partir na missão	Отправка на миссию	Comenzar misión
T0M24d	Clicking the Launch button brings you here, to the Mission Selection menu.	Kliknięcie przycisku Uruchom powoduje przejście do menu Wybór misji.	Das Anklicken der Taste Start bewirkt den Übergang zum Menü Missionswahl.	Cliquer le bouton Démarrer pour passer au menu Sélection de mission	一旦您对所有升级感到满意并且您的攻击群已准备好开始执行任务时， 请单击“起飞”按钮继续。 我们听从您的吩咐， 长官。	Ao fazer clique no botão Iniciar, passa ao menu de Escolha de missão.	Нажатие на кнопку «Отправить» приводит к переходу в меню Выбор миссии.	Haga un clic en el botón Comenzar para pasar al menú de Selección de misión.
T0M25	Selecting a mission	Wybór misji	Missionswahl	Sélection de mission	选择一项任务	Escolha de missão	Выбор миссии	Selección de misión
T0M25d	You can undertake any mission shown on the map, each of which is represented by a dot. Click these dots for more information.	Możesz podjąć się każdej misji pokazanej na mapie, z których każda jest przedstawiona w postaci kropki. Kliknij te kropki, aby uzyskać więcej informacji.	Du kannst jede Mission, die auf der Karte in Form eines Punkts angezeigt ist, beginnen. Klicke diese Punkte an, um mehr Informationen zu bekommen.	Vous pouvez vous engager dans chaque mission indiquée sur la carte à l’aide d’un point. Cliquez les points pour obtenir de plus amples informations.	使用地图上的点选择您的任务。	Pode aceitar qualquer missão que aparecer no mapa. Cada uma é representada por um ponto. Faça clique sobre os pontos para obter mais informação.	Вы можете выполнить любую миссию, показанную на карте, каждая из них обозначена точкой. Нажмите для получения более полной информации.	Puede comenzar cualquier misión mostrada en el mapa que esté señalada con un punto. Haga un clic en los puntos para más información.
T0M26	Mission description	Opis misji	Beschreibung der Mission	Description de mission	任务说明	Descrição da missão	Описание миссии	Descripción de la misión
T0M26d	A description of the mission and its background is shown at the top of the left-hand panel.	Opis misji i jej okoliczności znajdują się w górnej części panelu po lewej stronie.	Die Beschreibung der Mission und ihrer Umstände befinden sich im oberen Teil des Menüs links.	La description de mission et ces circonstances sont fournies dans la partie supérieure du panneau à gauche.	在离开珍珠港之前， 您可以概览任务的描述。	A descrição da missão e das suas circunstâncias encontram-se na parte superior do painel pelo lado esquerdo.	Описание миссии и ее обстоятельств находится в верхней части панели слева	La descripción de la misión y sus circunstancias se encuentran en la parte izquierda del panel.
T0M27	Mission objectives	Cele misji	Ziele der Mission	Objectifs de mission	任务目标	Alvos da missão	Цели миссии	Objetivos de la misión
T0M27d	Beneath this description, you will find the mission’s main objectives.	Pod tym opisem znajdziesz główne cele misji.	Unter dieser Beschreibung findest du die Hauptziele der Mission.	Ici vous trouverez les objectifs principales de la mission	在这里您可以找到主要任务目标。	Aqui encontrará informação sobre os alvos principais da missão.	Под этим описанием Вы найдете главные цели миссии.	Aquí encontrará los objetivos principales de la misión.
T0M28	Medals	Medale	Medaillen	Médailles	奖牌	Medalhas	Медали	Medallas
T0M28d	You can earn medals in recognition of achieving certain goals during each mission. The requirements for each of these honors are listed here, sir.	Za osiągnięcie określonych celów podczas każdej misji możesz otrzymać medale. Wymagania dla każdego z tych odznaczeń są wymienione tutaj, Sir.	Für das Erreichen bestimmter Ziele während jeder Mission kannst du Medaillen bekommen. Die Anforderungen für jede dieser Auszeichnungen sind hier genannt, Sir.	Pour avoir atteint les objectifs lors de chaque mission, vous pouvez obtenir des médailles. Les exigences pour chaque décoration sont fournies ici, Sir.	您可以获得奖章， 以表彰你在每个任务中实现的某些目标， 此处列出了每个荣誉的要求。	Por atingir certos objetivos durante cada missão pode receber medalhas. Os requisitos para cada medalha apresentam-se aqui, sir.	Вы можете получить медали за достижение определенных целей во время каждой миссии. Требования для каждой из этих наград приведены здесь, сэр.	En cada misión puede recibir medallas por alcanzar ciertas metas.  Los requerimientos para cada medalla se encuentran aquí, Sir.
T0M29	Mission completion rewards	Nagrody za ukończenie misji	Preise für die Beendigung der Mission	Prix pour avoir accompli la mission	任务完成奖励	Prémios por terminar uma missão.	Награды за завершение миссии	Medallas por terminar misión.
T0M29d	You will be rewarded with Command Points and Upgrade Points for completing each mission, in the amounts shown in the bottom left corner of the screen.	Za ukończenie każdej misji otrzymasz punkty dowodzenia i punkty ulepszeń, w ilościach podanych w lewym dolnym rogu ekranu.	Für die Beendigung jeder Mission bekommst du Kommandopunkte und Verbesserungspunkte, in der Zahl, die in der linken unteren Ecke des Bildschirms genannt ist.	Pour avoir terminer chaque mission, vous allez obtenir des points de commande et des points d’amélioration en nombre indiqué en bas, à gauche de l’écran.	对于每个完成的任务， 每次完成后都会获得一次奖励。	Por terminar cada missão, receberá pontos de comando e pontos de melhorias em quantidades indicadas na esquina inferior esquerda do ecrã.	За завершение миссии Вы получите пункты командования и пункты улучшений в количестве, которое приведено в нижнем левом углу экрана.	Por terminar cada misión recibirá puntos de mando y puntos de mejoras en las cantidades indicadas en la esquina inferior izquierda de la pantalla.
