	en	pl	de	fr	zh	pt	ru	es
Brief1.2_01_05	They might be hostile, sir, so we must proceed with caution.	Mogą być wrogo nastawieni, Admirale. Postępuj ostrożnie.	Sie können uns feindlich gesinnt sein, Admiral. Sei vorsichtig.	Amirale, ces navires peuvent être hostiles. Soyez prudent.	他们可能怀有敌意，  长官，  所以我们必须谨慎行事。	Podem ter uma atitude agressiva, Almirante. Proceda com cuidado!	Они могут быть настроены враждебно, Адмирал. Действуйте осторожно.	Pueden tener una actitud hostil, Almirante. Proceda con cuidado.
Brief1.3_01_01	We have received intelligence of a planned Japanese invasion of our ally’s territory.	Otrzymaliśmy informację o planowanej japońskiej inwazji na terenie sojusznika, Admirale.	Wir haben Informationen über eine geplante Invasion der Japaner auf dem Gebiet des Verbündeten bekommen, Admiral.	Nous avons reçu l’information sur l’invasion japonaise planifiée sur le territoire de l’allié, Amiral.	我们收到了日本计划入侵我们盟国领土的情报。	Almirante, recebemos informações sobre uma invasão japonesa planificada no território do nosso aliado.	Мы получили информацию о планируемом японском вторжении на территорию союзника, Адмирал.	Hemos recibido información sobre una invasión japonesa que se está planeando en el territorio del aliado, Almirante.
Brief1.3_01_02	The target is Port Moresby in New Guinea—the key to controlling the Torres Strait.	Ich celem jest Port Moresby w Nowej Gwinei—klucz do kontroli nad cieśniną Torresa.	Ihr Ziel ist Port Moresby in Neuguinea - der Schlüssel zur Kontrolle über die Torres-Straße.	Leur cible est le Port Moresby en Nouvelle-Guinée pour contrôler le détroit de Torres.	他们的目标是新几内亚的莫尔兹比港，  那个地方是控制托雷斯海峡的关键。	O seu alvo é Port Moresby na Nova Guiné. É o ponto chave para controlar o estreito de Torres.	Их целью является Порт-Морсби в Папуа Новой Гвинее – ключ к контролю над Торресовым проливом.	Su objetivo es Port Moresby en Nueva Guinea, la llave para tomar control sobre el estrecho de Torres.
Brief1.3_01_03	Japan’s control there could open the way for ground attacks on Australia—and cut us off from defending against those attacks.	Japońska kontrola w tym regionie może umożliwić im ataki lądowe w Australii, i odcięcie nas od możliwości obrony.	Die Kontrolle der Japaner in dieser Region kann ihnen die Landesangriffe in Australien ermöglichen und uns die Möglichkeit der Verteidigung vorenthalten.	Le contrôle des Japonais dans cette région leur permettra de lancer les attaques terrestres en Australie et nous empêcher de nous défendre.	如果日本控制了那里，  可能会为对澳大利亚的攻击开辟道路，  并切断我们的防御。	O controlo japonês sobre essa região permitirá realizar ataques terrestres na Austrália e deixar-nos sem possibilidades de defesa.	Японский контроль в этом регионе может предоставить им возможность наступления на Австралию с суши и лишить нас возможности оборонятся.	El control japonés en esta región les puede permitir realizar ataques terrestres en Australia y impedirnos la defensa.
Brief1.3_01_04	We have deciphered the date and time of the assault. We suspect that the attack will come from here, here, or here.	Odszyfrowaliśmy datę i czas ataku. Podejrzewamy, że nadejdzie stąd, stąd albo stąd.	Wir haben das Datum und die Uhrzeit des Angriffs entschlüsselt. Wir vermuten, dass der Angriff von hier, von hier oder von hier kommt.	Nous avons déchiffré la date et l’heure de l’attaque. Nous supposons qu’elle vienne donc de ce côté, de ce côté ou de côté.	我们已经破译了袭击的日期和时间。  我们猜测他们会攻击这里、这里或这里。	Decifrámos a data e a hora do ataque. Supomos que o ataque chegará daqui, daqui ou daqui.	Мы расшифровали день и время наступления. Мы подозреваем, что это произойдет отсюда, отсюда или отсюда.	Hemos descifrado la fecha y el tiempo del ataque. Sospechamos que vendrá de aquí, aquí y aquí.
Brief1.3_01_05	Our goal is to locate and intercept the invasion fleet before it reaches the shores of New Guinea.	Naszym celem jest zlokalizowanie i przechwycenie floty inwazyjnej, zanim dotrze ona do wybrzeży Nowej Gwinei.	Unser Ziel ist das Lokalisieren und Stoppen der feindlichen Flotte, bevor sie den Ufer von Neuguinea erreicht.	Notre objectif est de localiser et d’arrêter la flotte d’invasion avant qu’elle atteigne les côtes de la Nouvelle-Guinée.	我们的目标是在敌军舰队到达新几内亚海岸之前找到并拦截它们。	O nosso objetivo é localizar e parar a frota invasora antes de chegar à costa da Nova Guiné.	Наша цель — найти и перехватить флот вторжения до того, как он достигнет берегов Новой Гвинеи.	Nuestro objetivo es localizar e interceptar la flota invasora antes de que llegue a la costa de Nueva Guinea.
Brief1.3_01_06	Australian scouts on land will support us as we progress.	Będziemy mieli wsparcie od australijskich zwiadowców.	Wir bekommen die Unterstützung von den australischen Aufklärungstruppen.	Nous auront le soutien des éclaireurs australiens.	随着我们的推进，  澳大利亚的陆上侦察员将给我们提供支持。	Vamos ter o apoio dos rangers australianos.	Нас будут поддерживать австралийские разведчики.	Contaremos con el apoyo de nuestro equipo de reconocimiento de Australia.
Brief1.3_01_07	Based on Japan’s likely attack routes, CIC’s analyses suggest that the optimal position for launching an airstrike against the advancing fleet is grid square G7.	Na bazie prawdopodobnych tras Japonii, analiza dowództwa sugeruje, że optymalna pozycja do wypuszczenia nalotu na flotę inwazyjną znajduje się w sektorze G7.	In Anlehnung an die wahrscheinlichen Routen Japans, legt die Analyse der Führung nahe, dass die optimale Lage, den Luftangriff auf die feindliche Flotte zu starten, sich in dem Sektor G7 befindet.	En nous basant sur des itinéraires d’attaques du Japon, l’analyse du CIC suggère que la position optimale pour lancer une attaque sur la flotte d’invasion se trouve dans le secteur G7.	根据日本可能的攻击路线，   作战信息中心的分析建议对敌军舰队发动空袭的最佳位置是 G7 方格。	Com base nos caminhos prováveis do exército japonês, a análise da cúpula sugere que a melhor posição para iniciar o ataque aéreo à frota invasora se encontra no setor G7.	Основываясь на вероятных маршрутах движения Японии, анализ командования предполагает, что оптимальная позиция для нанесения авиаудара на флот вторжения находится в секторе G7.	A base de las rutas más probables de Japón, según el análisis del cuartel general, la mejor posición para atacar la flota invasora se encuentra en el sector G7.
Brief1.3_01_08	This is a crucial counter-operation, Admiral. Japan must not succeed.	Kontra tej misji jest absolutnie kluczowa, Admirale. Japonia nie może zwyciężyć.	Diese Mission ist absolut wichtig, Admiral. Japan darf nicht gewinnen.	C’est une contre-opération cruciale, Amiral. Le Japon ne peut pas vaincre.	长官，  这是一次至关重要的反击行动，  一定不能让日本人成功。	Fazer frente a essa missão é absolutamente necessário, Almirante. Japão não pode ganhar.	Контроль над этой миссией является абсолютно ключевым, Адмирал. Япония не может победить.	Es absolutamente imprescindible empujar hacia atrás este ataque, Almirante. Japón no puede ganar.
Brief1.4_01_01	Japan is continuing its assault on the Philippines, Admiral. Its naval maneuvers suggest an attempt to obstruct our sea routes to the Bataan Peninsula.	Japonia kontynuuje ataki na Filipiny, Admirale, starają się zatorować nasze szlaki morskie do półwyspu Bataan.	Japan führt die Angriffe auf Philippinen fort, Admiral, die Japaner versuchen unsere Seewege zu der Halbinsel Bataan zu blockieren.	Le Japon continue à attaquer les Philippines, Amiral, ils tentent de bloquer nos voies maritimes vers la péninsule de Bataan.	长官，  日本正在继续攻击菲律宾。  他们近期的海军演习表明企图阻碍我们通往巴丹半岛的海上航线。	Almirante, Japão continua a atacar Filipinas. Tentam bloquear as nossas rotas marinhas até à Península Bataan.	Япония продолжает наступление на Филиппины, Адмирал, они стараются заблокировать наши морские пути к полуострову Батаан.	Japón sigue atacando Filipinas, Almirante. Están intentando bloquear nuestras rutas marinas hasta la península de Bataan.
Brief1.4_01_02	Our scouts report the presence of five enemy fleets in the South China Sea—	Nasi zwiadowcy raportują o licznych wrogich flotach na morzu południowochińskim.	Unsere Spähtruppen haben zahlreiche feindliche Flotten auf dem Südchinesische Meer beobachtet.	Nos éclaireurs ont signalé de nombreuses flottes ennemies en mer de Chine du Sud.	我们的侦察兵报告说在南海有五支敌军舰队 ——	Os nossos escuteiros informaram sobre numerosas frotas no Mar do Sul da China.	Наши разведчики сообщают о многочисленных вражеских флотах в Южно-Китайском море.	Nuestro equipo de reconocimiento informa sobre numerosas flotas enemigas en el Mar del Sur de China.
Brief1.4_01_03	one of them apparently including an aircraft carrier.	Jedna z nich najwyraźniej zawiera lotniskowiec.	Eine von ihnen hat einen Flugzeugträger dabei.	L’une d’entre elles contient apparemment un porte-avions.	其中一支显然包括一艘航空母舰。	Uma delas, pelos vistos, contém um porta-aviões.	На одном из них, по-видимому, находится авианосец.	Por lo visto, una de ella cuenta con un portaaviones.
Brief1.4_01_04	We are being sent in to face them. Our strike group, along with another five Allied fleets, must stop Japan’s advance.	Nasze siły zostały wysłane do zabezpieczenia tego sektora. Twoja grupa uderzeniowa i pięć flot sojuszniczych pod twoim dowództwem musi zatrzymać ruchy Japonii.	Unsere Truppen wurden geschickt, diesen Sektor zu sichern. Deine Einsatztruppe und fünf Flotten der Verbündeten unter deinem Kommando soll die Bewegung Japans aufhalten.	Nos forces ont été envoyées pour sécuriser ce secteur. Votre groupe aéronaval et cinq flottes alliées sous votre direction doivent arrêter l’activité du Japon.	我们被派去阻击他们。  我们的战斗群，  连同另外五支盟军舰队，  必须阻止日本的前进。	As nossas forças foram enviadas para proteger esse setor. O seu grupo de ataque e cinco frotas aliadas sob o seu comando devem parar os movimentos do Japão.	Наши силы были посланы для защиты этого сектора. Ваша ударная группа и пять союзных флотов под Вашим командованием должны остановить продвижение Японии.	Nuestras fuerzas han sido enviadas para proteger ese sector. Su grupo de ataque y cinco flotas aliadas bajo el mando debe parar los movimientos de Japón.
Brief1.4_01_05	Our primary objective is to seek and destroy the enemy vessels.	Twoim głównym celem jest znalezienie i zniszczenie wrogich statków.	Dein wichtigstes Ziel ist es, die feindlichen Schiffe zu finden und zu zerstören.	Votre but principal est de trouver et détruire les navires ennemis.	我们的主要目标是寻找并摧毁敌舰。	O seu objetivo principal é encontrar e destruir os navios inimigos.	Ваша главная цель – обнаружить и уничтожить вражеские корабли.	Su objetivo principal será encontrar y destruir los buques enemigos.
Brief1.4_01_06	If reports of the carrier are true, it will be crucial to provide the other Allied fleets with air defense.	Jeśli raporty o lotniskowcu są prawdziwe, kluczowe będzie zapewnienie naszym statkom ochrony z powietrza.	Wenn die Berichte über den Flugzeugträger richtig sind, wird die Sicherheitsgewährung für unsere Schiffe aus der Luft die Hauptaufgabe sein.	Si les rapports sur le porte-avion s’avèrent réels, il sera crucial d’assurer à nos navires une protection aérienne.	如果有关敌军航母的报道属实，  那么为其他盟军舰队提供防空系统将至关重要。	Se os relatórios sobre o porta-aviões são verdadeiros, o mais importante será garantir aos nossos aviões uma proteção desde o ar.	Если сообщения об авианосце верны, крайне важно обеспечить защиту наших кораблей с воздуха.	Si los informes sobre un portaaviones son verdaderos, lo más importante será garantizar a nuestros buques una protección desde el aire.
Brief2.1_01_01	We are ready to begin, Admiral. Our first step is to get our strike group to the launch point—square J6 on the map.	Jesteśmy gotowi, Admirale. Pierwszym krokiem jest doprowadzenie naszej grupy uderzeniowej do punktu startowego - sektora J6 na mapie.	Wir sind bereit, Admiral. Unser erste Schritt ist das Bewegen unserer Sturmgruppe zum Startpunkt - Sektor J6 auf der Landkarte.	Nous sommes prêts, Amiral. La première étape consiste à mener notre groupe aéronaval au point de décollage - secteur J6 sur la carte.	长官，  我们准备好了。  我们的第一步是让我们的攻击机群到达出发点  ——  地图上的 J6 网格。	Estamos prontos, Almirante. O primeiro passo é levar o nossos grupos de ataque ao ponto de início: o setor J6 no mapa.	Мы готовы, Адмирал. Первым шагом является доставка нашей ударной группы в исходную точку – сектор J6 на карте.	Estamos listos, Almirante. Nuestro primero paso será llevar nuestro grupo de ataque al punto de partida: el sector J6 en el mapa.
Brief2.1_01_02	From there, we will launch the planes escorting our B-25s to Tokyo.	Stamtąd wypuścimy nasze B-25 razem z ich eskortą na specjalną misję do Tokio.	Von dort werden wir unsere B-25 zusammen mit ihrem Geleitschutz auf eine Sondermission nach Tokio schicken.	À partir de là, nous allons lancer nos B-25 avec leur escorte pour une mission spéciale à Tokyo.	我们将从那里派出护航 B-25 轰炸机飞往东京的战斗机。	Desde ali, descolará o nosso B-25 junto com a escolta, que realizará uma missão especial em Tóquio.	Оттуда мы отправим наши B-25 вместе с их эскортом на специальную миссию в Токио.	Desde allí libraremos nuestros B-25 con su escolta a una misión especial en Tokio.
Brief2.1_01_03	We are aware that Japanese naval fleets are patrolling the waters nearby.	Wiemy, że floty japońskiej marynarki patrolują wody w okolicy.	Wir wissen, dass die Flotten der japanischen Marine die Gewässer in der Umgebung patrouillieren.	Nous nous rendons compte que les navires de la flotte japonaise patrouillent les eaux dans cette zone.	我们知道日本海军舰队正在附近海域巡逻。	Sabemos que as frotas da marinha japonesa patrulham as águas na área.	Мы знаем, что флоты военно-морских сил Японии патрулируют воды в этом районе.	Sabemos que las flotas de la marina japonesa están patrullando las aguas en las proximidades.
Brief2.1_01_04	Thankfully, our intelligence officers have provided us with information regarding their patrol patterns.	Na szczęście, oficerowie naszego wywiadu dostarczyli nam informacje o trasach ich patroli.	Zum Glück haben unsere Geheimdienstoffiziere uns Informationen über ihre Patrouillenrouten geliefert.	Heureusement, les officiers de notre renseignement nous ont fourni des informations sur les itinéraires de leurs patrouilles.	值得庆幸的是，  我们的情报人员向我们提供了有关他们巡逻模式的信息。	Felizmente, os oficiais da nossa inteligência entregaram-nos informação sobre as rotas das suas patrulhas.	К счастью, офицеры нашей разведки предоставили нам информацию о их маршрутах патрулирования.	Por suerte, los oficiales de nuestro equipo de reconocimiento nos han entregado información sobre las rutas de sus patrullas.
Brief2.1_01_05	We must be careful to stay out of range of the ships’ radars.	Musimy być ostrożni i pozostać poza zasięgiem radarów statków.	Wir müssen vorsichtig sein und außerhalb der Reichweite ihrer Schiffsradaranlagen bleiben.	Nous devons être très prudents et rester hors de portée des radars de ces navires.	我们必须小心远离舰船雷达的范围。	Temos de ter cuidado e manter-nos fora do alcance dos radares dos seus navios.	Мы должны быть осторожны и оставаться за пределом зоны действия радаров кораблей.	Tenemos que mantener cuidado y permanecer fuera del alcance de los radares de sus buques.
Brief2.1_01_06	Unfortunately, we do not know the exact locations of these enemy fleets at present,	Niestety, nie znamy dokładnego położenia wrogich flot.	Leider kennen wir die genaue Lage der feindlichen Flotten nicht.	Hélas, nous ne connaissons pas la position des flottes ennemies.	我们目前不知道这些敌方舰队的确切位置，	Infelizmente, não conhecemos a localização exata das frotas inimigas.	К сожалению, мы не знаем точного местонахождения вражеских флотов.	Desgraciadamente, no conocemos la localización exacta de sus flotas.
Brief2.1_01_07	so we need to send Recon Missions to ascertain their positions and patrol routes. This will help minimize our chances of detection.	Z tego powodu musimy wysłać rekonesans by ocenić ich położenie i trasy. Pomoże nam to zminimalizować ryzyko wykrycia.	Aus diesem Grund müssen wir einen Erkundungstrupp schicken, um ihre Lage und Routen zu bewerten. Das hilft uns das Risiko, entdeckt zu werden, zu minimieren.	Pour cette raison, nous devons envoyer une patrouille de reconnaissance pour vérifier leur position et itinéraires. Cela nous aidera à minimiser le risque de détection.	所以我们需要执行侦察任务来确定他们的位置和巡逻路线，  这将有助于最大限度地减少我们被发现的机会。	Por isso temos de enviar uma missão de reconhecimento para avaliar a sua localização e as rotas. O dito vai ajudar-nos a minimizar o risco de deteção.	Поэтому мы должны отправить разведку, чтобы оценить их расположение и маршруты. Это поможет нам минимизировать риск обнаружения.	Por eso tenemos que enviar una misión de reconocimiento para evaluar su localización y rutas. Lo dicho nos ayudará a minimizar el riesgo de ser detectados.
Brief2.1_01_08	So, once we’ve reached J6—	Tak więc, kiedy dotrzemy do sektora J6 - 	Also, wenn wir den Sektor J6 erreichen -	Alors, nous allons arriver au secteur J6 -	所以，  一旦我们到达 J6  ——	Por tanto, quando chegarmos ao setor J6,	Так что, когда мы доберемся до сектора J6, 	Por lo tanto, cuando lleguemos al sector J6, 
Brief2.1_01_09	having avoided enemy vessels on the way—	unikając wrogich flot po drodze - 	und unterwegs die feindlichen Flotten vermeiden -	en évitant les flottes ennemies -	在途中要避开敌舰  ——	Evitando as frotas inimigas,	по пути избегая вражеские флоты, 	evitando las flotas enemigas en el camino, 
Brief2.1_01_10	we can launch a Bomber Escort mission to assist the air raid on Tokyo.	możemy wysłać Eskortę Bombowców i rozpocząć nalot na Tokio.	können wir eine Bomberstaffel schicken und den Luftangriff auf Tokio beginnen.	nous pouvons envoyer l’Escorte de Bombardiers et lancer un raid aérien sur Tokyo.	我们可以执行轰炸机护航任务来协助对东京的空袭。	Poderemos enviar uma Escolta de Bombardeiros e começar o ataque aéreo em Tóquio.	мы можем послать Эскорт Бомбардировщиков и начать воздушную атаку на Токио.	podremos enviar na Escolta de Bombarderos y comenzar un ataque aéreo a Tokio.
Brief2.1_01_11	Thereafter, our strike group will need to withdraw from the enemy’s territory.	Następnie będziemy musieli uciec z terytorium wroga.	Danach müssen wir das feindliche Gebiet verlassen.	Ensuite, nous allons devoir nous échapper du territoire de l’ennemi.	完成后，  我们的战斗群将撤出敌人的领土。	A seguir, teremos de fugir do território do inimigo.	Затем нам придется бежать с вражеской территории.	Después tendremos que huir del territorio del enemigo.
Brief2.2_01_01	Admiral, we have detected enemy submarines in the area.	Admirale, wykryliśmy w okolicy wrogie łodzie podwodne.	Admiral, wir haben in der Umgebung feindliche U-Boote gesichtet.	Amiral, nous avons détecté des sous-marins ennemis dans la région.	长官，  我们在该地区发现了敌方潜艇。	Almirante, detetámos submarinos inimigos nas nossas proximidades.	Адмирал, мы обнаружили в этом районе вражеские подводные лодки.	Almirante, hemos detectado submarinos enemigos en esta zona.
Brief2.2_01_02	While we know the fleet’s rough location, its exact position is currently unknown. We will need to pinpoint it by means of Submarine Recon missions.	Choć znamy mniej więcej ich położenie, ich dokładna pozycja nie jest obecnie znana. Będziemy musieli za wszelką cenę je zlokalizować używając specjalnej misji Wykrywanie Okrętów Podwodnych.	Obwohl wir ihre ungefähre Lage kennen, ist ihre genaue Position derzeit nicht bekannt. Wir werden sie unbedingt lokalisieren müssen, indem wir die Sondermission Orten der Unterwasserboote nutzen.	Bien que nous connaissions leur emplacement approximative, leur position précise n’est pas actuellement connue. Nous devrons les localiser à tout prix en utilisant la mission spéciale de Détection des Sous-marins.	虽然我们知道舰队的大致位置，  但目前尚不清楚它的确切位置。  我们需要通过执行潜艇侦察任务来查明。	Conhecemos mais ou menos a sua localização, mas a sua posição exata permanece desconhecida. Teremos de localizá-la a toda custa com o uso de uma missão especial de Deteção de Submarinos.	Хотя нам более или менее известно их местонахождение, их точная позиция на данный момент неизвестна. Нам придется найти их любой ценой, используя специальную миссию по Обнаружению Подводных Лодок.	Si bien conocemos más o menos donde están, su localización exacta permanece sin conocerse. Tendremos que hacer lo posible para localizarlos con el uso de una misión especial de Detección de Submarinos.
Brief2.2_01_03	Once the fleet has been detected, its position will be marked on the map. With this information, we will be able to direct our attacks precisely.	Po wykryciu floty jej pozycja zostanie zaznaczona na mapie. Dzięki tym informacjom będziemy mogli precyzyjnie kierować naszymi atakami.	Da wir unsere Angriff präzise richten müssen, können wir ein U-Boot nur dann zerstören, wenn es auf der Karte sichtbar wird.	Vu que nous devons cibler précisément notre attaque, nous pouvons détruire un sous-marin uniquement quand il est visible sur la carte.	一旦检测到舰队，  它的位置将被标记在地图上。  有了这些信息，  我们将能够准确地指挥我们的攻击行动。	Já que o nosso ataque tem de ser preciso, podemos destruir um submarino só quando estiver visível no mapa.	После обнаружения флота его позиция будет отмечена на карте. Благодаря этим данным мы сможем точно управлять своим наступлением.	Después de detectar la flota, su posición será señalada en el mapa. Gracias a dicha información, podremos dirigir nuestros ataques con precisión.
Brief2.2_01_04	We must then launch a Submarine Airstrike mission to destroy the undersea fleet. We await your orders, Admiral!	Następnie musimy zaatakować z powietrza, aby zniszczyć podmorską flotę. Czekamy na rozkazy, admirale!	Um sie zu zerstören, soll man bei den U-Booten einen speziellen Luftangriff durchführen. Wir warten auf Befehle, Admiral!	Pour les détruire, il faut lancer un raid aérien spécial. Nous attendons vos ordres, Amiral !	然后我们必须执行潜艇攻击任务来摧毁海底舰队。  长官，  我们等待您下达指令！	Para destruí-los, temos de enviar um ataque aéreo especial. Esperamos ordens, Almirante!	Затем нам нужно напасть с воздуха, чтобы уничтожить подводный флот. Ожидаем приказов, Адмирал!	Después tendremos que atacar desde el aire para destruir la flota marina. Quedamos a la espera de sus órdenes, ¡Almirante!
Brief2.2_02_01	Admiral—we lost contact with one of our ships! It may have been fired upon by enemy submarines.	Admirale - straciliśmy kontakt z jednym z naszych statków! Mógł zostać ostrzelany przez wrogie łodzie podwodne.	Admiral - wir haben den Kontakt zu einem unserer Schiffe verloren! Es kann sein, dass es durch feindliche U-Boote beschossen wurde.	Amiral, nous avons perdu contact avec un de nos navires ! Il a pu être mitraillé par les sous-marins ennemis.	长官，  我们与我们的一艘船失去了联系！它可能是被敌方潜艇发射的。	Almirante, perdemos contato com um dos nossos navios! Pode ter sido atingido por um dos submarinos inimigos.	Адмирал, мы потеряли связь с одним из наших кораблей! Его могли обстрелять вражеские подводные лодки.	Almirante, ¡hemos perdido contacto con una de nuestros buques! Puede haber sido atacado por submarinos enemigos.
Brief2.2_02_02	Fortunately, we now have clearer information about the submarines’ whereabouts, so we can confine our search to a smaller area.	Dobre wieści są takie, że teraz mamy więcej informacji o położeniu łodzi podwodnych, więc granice obszaru poszukiwań zmniejszyły się.	Gute Nachrichten sind die, dass wir jetzt mehr Informationen über die Lage der U-Boote haben, somit wurde das Suchgebiet kleiner.	La bonne nouvelle est que nous avons actuellement plus d’information sur la position des sous-marins donc les limites de la zone de recherches se sont rétrécies.	幸运的是，  我们现在对潜艇的下落有了更清晰的信息，  因此我们可以将搜索范围限制在更小的区域。	O bom é que agora temos mais informação sobre a localização dos submarinos. Por isso a área da nossa busca diminuiu.	Хорошая новость заключается в том, что теперь у нас больше данных о местонахождении подводных лодок, так что границы района поиска сузились.	La buena noticia es que ahora tenemos más información sobre la localización de los submarinos, por lo que hemos limitado la zona de búsqueda.
