	en	pl	de	fr	zh	pt	ru	es
TutorialGettingStarted_12	You can access a number of crucial management tools using the buttons up here—	Za pomocą przycisków znajdujących się na górze można uzyskać dostęp do wielu ważnych narzędzi zarządzania - np.	Mit der Hilfe der Tasten, die sich oben befinden, kann man Zugang zu vielen wichtigen Managementwerkzeugen bekommen, z.B.	Vous pouvez accéder à un certain nombre d'outils de gestion essentiels à l'aide des boutons situés ici - comme	您可以使用此处的按钮访问许多重要的管理工具  ——	Com o uso dos botões que se encontram acima, temos acesso a várias ferramentas de gestão, p. ex.	С помощью кнопок, которые находятся вверху, можно получить доступ ко многим важным инструментам управления: например,	Con el uso de los botones que se encuentran arriba, se puede acceder a muchas herramientas importantes, por ejemplo
TutorialGettingStarted_13	such as the Tactical Map and the Crew Management menu.	takich jak Mapa taktyczna i menu Zarządzania załogą.	zu solchen wie die taktische Karte und das Menü Mannschaftsmanagement.	la carte tactique et le menu de gestion de l'équipage.	例如战术地图和人员管理菜单。	o mapa tático e o menu de Gestão de tripulação.	таким как Тактическая Карта и Управление экипажем.	el Mapa táctico y el menú de Gestión de la Tripulación.
TutorialGettingStarted_14	Whenever you need some information, click the Help button	Jeśli potrzebujesz informacji, kliknij przycisk Pomoc,	Wenn du Informationen brauchst, klicke auf die Taste Hilfe	Lorsque vous avez besoin d'une information, cliquez sur le bouton Aide	每当您需要一些与航母相关的信息时， 请单击“帮助”按钮	Se precisar de informação, faça um clique sobre o botão Ajuda	Если Вам нужна информация, нажмите на кнопку Помощь,	Si necesita información, haga un clic en el botón de Ayuda
TutorialGettingStarted_15	and we’ll explain whatever it is you’re currently viewing.	a my wyjaśnimy Ci, co aktualnie oglądasz.	und wir erklären dir, was du aktuell ansiehst.	et nous vous expliquerons ce que vous êtes en train de regarder.	我们将向你解释当前你正在查看的内容。	e nós explicaremos o que está a ver atualmente.	и мы поясним, на что Вы сейчас смотрите.	y nosotros le explicaremos lo que esté mirando en ese momento.
TutorialGettingStarted_16	Three tutorial missions can be accessed after selecting New Game in the main menu.	Trzy misje samouczka są dostępne po wybraniu opcji Nowa gra w menu głównym.	Drei Missionen des Tutorial-Spiels sind nach der Wahl Neues Spiel im Hauptmenü verfügbar.	Trois missions tutorielles sont accessibles après avoir sélectionné Nouvelle partie dans le menu principal.	在主菜单中选择新游戏后， 可以访问三个教程任务。	As três missões do tutorial estão disponíveis depois de selecionar a opções de Novo jogo no menu principal.	Три обучающие миссии доступны после выбора опции Новая игра в главном меню.	Las tres misiones del tutorial están disponibles después de seleccionar las opciones de Nuevo juego en el menú principal.
TutorialGettingStarted_17	Playing through them is a good way to get acquainted with the basics of conducting carrier operations.	Rozegranie ich to dobry sposób na zapoznanie się z podstawami prowadzenia operacji na lotniskowcu.	Das Spielen ist eine gute Methode, die Grundlagen der Operationsführung auf dem Flugzeugträger kennenzulernen.	Les parcourir est un bon moyen de se familiariser avec les bases de la conduite des opérations du porte-avions.	试玩它们是了解航母运营的基础知识。	São uma boa forma de conhecer as bases de realizar operações no porta-aviões.	Игра в них – это хороший способ изучить основы проведения операций на авианосце.	Vale la pena comenzar por ellas para conocer lo básico sobre la realización de operaciones en el portaaviones.
TutorialGettingStarted_18	Godspeed, sir!	Powodzenia, Admirale!	Viel Glück, Admiral!	Bonne chance, Amiral !	上帝保佑你， 长官！	Boa sorte, Almirante!	Удачи, Адмирал!	¡Suerte, Almirante!.
TutorialDamageControl_01	Tutorial: Damage Control	Brygady Naprawcze - Samouczek	Tutorial-Spiel: Reparaturbrigaden	Tutoriel : Brigades de Réparation	教程：维修部门	Tutorial: Brigadas de reparação	Ремонтные Бригады – Обучение	Equipos de Reparación - Tutorial
TutorialDamageControl_02	Your aircraft carrier will be in need of constant repairs,	Twój lotniskowiec będzie wymagał ciągłych napraw,	Dein Flugzeugträger wird stets Reparaturen bedürfen,	Votre porte-avions aura besoin de réparations constantes,	您的航空母舰在战争期间将需要不断维修，	O seu porta-aviões vai requerer de reparações contínuas,	Ваш авианосец будет требовать постоянного ремонта,	Su portaaviones requerirá, constantemente, de reparaciones.
TutorialDamageControl_03	so you need to make sure that your Damage Control teams are ready at all times.	dlatego musisz mieć pewność, że Twoje Brygady Naprawcze są zawsze gotowe.	deswegen muss du sicher sein, dass Deine Reparaturbrigaden immer bereit sind.	vous devez donc vous assurer que vos Brigades de Réparation sont prêtes à tout moment.	因此， 您需要确保您的维修小队随时准备就绪。	por isso deve ter a certeza de que as suas Equipas de reparação estão sempre dispostas a trabalhar.	поэтому Вам необходимо быть уверенным, что Ваши Ремонтные Бригады всегда готовы.	Por eso, tiene que estar seguro de que sus Equipos de Reparación siempre están listos.
TutorialDamageControl_04	There are a few ways to assemble DC teams.	BN można tworzyć na kilka sposobów.	RB kann man auf verschiedene Art und Weise bilden.	Il y a plusieurs façons de rassembler les équipes de BR.	有几种方法可以组建维修小队。	Uma ER pode ser criada de várias formas.	РБ можно создавать несколькими способами.	Los ER se puede crear de varias maneras.
TutorialDamageControl_05	You can open the Crew Management menu	Możesz otworzyć menu Zarządzanie załogą	Du kannst das Menü Mannschaftsmanagement öffnen	Vous pouvez ouvrir le menu de gestion des équipages	您可以打开人员管理菜单	Pode abrir um menu de Gestão de tripulação	Вы можете открыть меню Управление экипажем	Puede abrir el menú de Gestión de Tripulación
TutorialDamageControl_06	and assign units to the Damage Control Department.	i przydzielić jednostki do Działu Naprawczego.	und die Mannschaftsmitglieder der Reparaturabteilung zuordnen.	et assigner des unités à la Division de Réparation.	并将人员分配给维修部门。	e adscrever as unidades ao Departamento de reparação.	и назначить единицы в Ремонтное Отделение.	y asignar las unidades al Departamento de Reparación.
TutorialDamageControl_07	You can also open Island view—by clicking the island or pressing 3—	Możesz również otworzyć widok wyspy, klikając wyspę lub naciskając przycisk 3.	Du kannst auch die Ansicht Insel öffnen, auf die Insel klickst oder die Taste 3 drückst,	Vous pouvez également ouvrir la vue de l'île - en cliquant sur l'île ou en appuyant sur 3 -	您也可以打开作战指挥部视图  ——  单击作战指挥部或按 3  ——	Também pode abrir a vista da ilha fazendo um clique sobre a ilha ou apertando o botão 3,	Вы также можете открыть режим просмотра острова, нажимая на остров или на кнопку 3.	También puede abrir la vista de la Isla haciendo un clic sobre la isla o apretando la tecla 3.
TutorialDamageControl_08	select an officer in the island, and assign him to the Navigation Room.	Następnie wybrać oficera na wyspie i przydzielić go do Pokoju Nawigacyjnego.	den Offizier auf der Insel wählst und ihn in den Navigationsraum verschiebst.	sélectionner un officier dans l'île et l'affecter à la Salle de Navigation.	在作战指挥部上选择一名军官， 并将他分配到导航室。	selecionar o oficial na ilha e adscrevê-lo à Sala de navegação.	Далее выбрать на острове офицера и назначить его в Штурманскую Рубку.	Después, hay que seleccionar el oficial en la sala y asignarlo a la Sala de Navegación.
TutorialDamageControl_09	In there, you can set the room’s switch to “Add 1x DC team”.	W tym miejscu można ustawić przełącznik pomieszczenia na "Dodaj 1x Brygady Naprawcze".	Hier kann man auch den Schalter im Raum auf „1x Reparaturbrigaden hinzufügen“ einstellen.	Vous pouvez y régler l'interrupteur de la salle sur « Ajoutez 1x Brigades de Réparation ».	在那里， 您可以将房间的行动选择设置为“添加 1x 维修小队”。	Neste lugar pode-se colocar o selecionador da sala em “Adicionar 1x brigadas de reparação”.	В этом месте можно установить переключатель помещения на «Добавить 1x Ремонтные бригады».	En este lugar, hay que poner el seleccionador en «Añadir 1x Equipos de Reparación».
TutorialDamageControl_10	Another method is to open the list of orders and execute the DC Reinforcements order,	Inną metodą jest otwarcie listy rozkazów i wykonanie rozkazu Wzmocnienie BN,	Eine andere Methode ist das Öffnen der Befehlsliste und die Ausführung des Befehls Verstärkung der RB,	Une autre méthode consiste à ouvrir la liste des ordres et à exécuter l'ordre BR Reinforcements	另一种方法是打开指令列表并执行加强维修力度的任务，	Outro método é abrir a lista de ordens e executar a ordem Reforço ER,	Другим способом является открытие списка приказов и выполнение приказа Укрепление РБ,	Otro método es abrir la lista de órdenes y realizar la orden de Refuerzo ER,
TutorialDamageControl_11	which requires officers with a total of 2 Navy points.	co wymaga oficerów z łączną liczbą punktów marynarki wojennej wynoszącą 2.	was Offiziere mit einer Gesamtzahl der Kriegsmarinepunkte in Höhe von 2 erfordert.	qui requiert des officiers avec un total de 2 points de la Marine.	这需要至少有 ​​2 个海军点的军官。	o que requer de oficiais com um número total de pontos de marinha igual a 2.	для этого требуются офицеры, имеющие в общей сложности 2 пункта военно-морских сил.	lo que requiere de tener oficiales con la suma de puntos de marina de 2.
TutorialDamageControl_12	Remember that DC teams assembled this way will disband automatically when the order ends.	Pamiętaj, że zespoły BN utworzone w ten sposób zostaną automatycznie rozwiązane po zakończeniu rozkazu.	Denke daran, dass die so gebildeten RB-Teams nach der Beendigung des Befehls automatisch aufgelöst werden.	N'oubliez pas que les équipes BR assemblées de cette manière se dissolvent automatiquement lorsque l'ordre prend fin.	请记住， 以这种方式组建的维修小队将在指令结束时自动解散。	Lembre que as equipas ER criadas desta forma serão dissolvidas automáticas depois de finalizar a ordem.	Помните, что команды РБ, созданные таким образом, автоматически расформируются по окончанию приказа.	Recuerde que los equipos ER creados de esta manera serán disueltos automáticamente después de terminar la orden.
TutorialDamageControl_13	There are also more advanced methods,	Są jeszcze bardziej zaawansowane metody,	There are also more advanced methods,	Il existe également des méthodes plus avancées,	还有更高级的方法，	Existem também métodos mais avançados,	Также есть более продвинутые способы,	Hay métodos más avanzados, 
TutorialDamageControl_14	such as orders and escort skills that will be introduced later in the game.	takie jak rozkazy i umiejętności eskorty, które zostaną wprowadzone w dalszej części gry.	wie die Befehle und die Fähigkeiten des Geleitschutzes, die im weiteren Verlauf des Spiels eingeführt werden.	comme les ordres et les compétences d'escorte qui seront introduits plus tard dans le jeu.	比如游戏后期会介绍的指令和护航技能。	tais como as ordens e as habilidades de escolta, que serão introduzidos depois durante o jogo.	такие, как приказы и навыки сопровождения, которые будут водится в дальнейшей части игры.	tales como ordenes y habilidades de escolta, que se introducirán en las etapas más avanzadas del juego.
TutorialDamageControl_15	Left unsupervised, your DC teams will decide their own priorities.	Pozostawione bez nadzoru zespoły pracowników BN będą same decydować o swoich priorytetach.	Die unbeaufsichtigten RB-Teams werden selbst über ihre Prioritäten entscheiden.	Laissées sans supervision, vos équipes de BR décideront de leurs propres priorités.	在无人监督的情况下， 您的维修小队将决定他们自己的优先事项。	As equipas ER deixadas sem supervisão vão decidir por conta própria sobre as suas prioridades.	Оставленные без присмотра команды сотрудников РБ сами будут расставлять свои приоритеты.	Los equipos ER dejados sin supervisión van a decidir por cuenta propia sobre las prioridades.
TutorialDamageControl_16	When you assign a team’s duties using the DC panel to the right,	Po przydzieleniu zadań zespołowi za pomocą panelu BN po prawej stronie,	Nachdem die Aufgaben dem Team mit Hilfe des Menüs RB rechts zugeteilt werden,	Lorsque vous assignez les tâches d'une équipe en utilisant le panneau BR à droite,	当您使用右侧的维修界面分配一个团队的职责时，	Depois de ordenar as tarefas a uma equipa com o uso do painel ER à direita,	После назначения задач команде с помощью панели РБ справа,	Después de asignar tareas al equipo con el uso del panel ER a la derecha,
TutorialDamageControl_17	it will be authorized to carry out only those duties to the exclusion of others.	będzie on upoważniony do wykonywania tylko tych obowiązków, do których został przydzielony.	wird es berechtigt sein, nur diese Pflichten auszuführen, zu welchen er zugeteilt wurde.	elle ne sera autorisée à effectuer que ces tâches, à l'exclusion des autres.	他们将被授权仅执行这些职责， 而不去做其他事情。	será autorizada para realizar só as obrigações às quais foi adscrita.	она будет уполномочена выполнять только те обязанности, которые были на нее возложены.	éste estará autorizado para realizar sólo las tareas a las que ha sido asignado.
TutorialDamageControl_18	This might suffice in most cases—but when the situation is dire,	Może to wystarczyć w większości przypadków, ale gdy sytuacja jest fatalna, 	Meistens wird das ausreichend sein, aber wenn die Situation sehr schlecht ist,	Cela peut suffire dans la plupart des cas - mais lorsque la situation est grave,	在大多数情况下， 这可能就足够了  ——  但当情况危急时，	O dito pode ser suficientes nas circunstâncias habituais, mas quando a situação estiver muito má,	В большинстве случаев этого может быть достаточно, но когда ситуация тяжелая, 	Lo dicho puede ser suficiente en la mayoría de los casos, pero si la situación es crítica, 
TutorialDamageControl_19	you can set a switch on the island so that they listen only to your direct orders.	możesz ustawić przełącznik na wyspie tak, aby słuchały tylko Twoich bezpośrednich rozkazów.	kannst du den Schalter auf der Insel so umstellen, dass die Team-Mitglieder nur deine direkten Befehle ausführen.	vous pouvez régler un interrupteur sur l'île pour qu'elle n'écoute que vos ordres directs.	你可以在作战指挥部上设置一个行动选择按钮， 让他们只听你的直接命令。	com o uso do selecionador na ilha pode configurar que escutam só as ordens diretas de você.	Вы можете установить переключатель на острове так, чтобы они подчинялись только Вашим прямым приказам.	podrá poder el seleccionado de tal manera que obedezcan sólo a las órdenes emitidas directamente por usted.
TutorialDamageControl_20	This increases their efficiency but necessitates your constant attention.	Zwiększa to ich wydajność, ale wymaga stałej uwagi gracza.	Das erhöht zwar ihre Leistungsfähigkeit, erfordert aber, dass der Spieler stets darauf achtet.	Cela augmente leur efficacité mais nécessite une attention constante de votre part.	这提高了他们的效率， 但需要你不断关注。	O dito aumenta a sua eficiência, mas requer de uma atenção constante do jogador.	Это повышает их производительность, но требует постоянного внимания игрока.	Lo dicho aumenta su eficiencia, pero requiere de una atención constante del jugador.
TutorialDamageControl_21	If you choose to direct the DC teams manually,	Jeśli zdecydujesz się na ręczne kierowanie zespołami BN,	Wenn du dich entscheidest, die RB-Teams manuell zu steuern,	Si vous choisissez de diriger les équipes de BR manuellement,	如果您选择手动指挥维修小队，	Se decidir dirigir manualmente as ER,	Если Вы решите управлять РБ вручную,	Si decide controlar los equipos ER de manera manual,
TutorialDamageControl_22	place them strategically on both ends of the carrier and in the middle.	umieść je strategicznie na obu końcach i na środku lotniskowca.	platziere sie strategisch an beiden Enden und in der Mitte des Flugzeugträgers.	placez-les stratégiquement aux deux extrémités du porte-avion et au milieu.	只需将他们战略性地放置在航母的两端和中间。	coloque-as, de maneira estratégica, em ambos os extremos do porta-aviões.	разместите их стратегическим образом на обоих концах и в центре авианосца.	colóquelos, de manera estratégica, en los dos extremos del portaaviones.
TutorialDamageControl_23	To move a DC team, select its portrait in the DC panel then click your chosen segment.	Aby przenieść zespół BN, zaznacz jego portret w panelu BN, a następnie kliknij wybrany segment.	Um ein RB-Team zu verschieben, markiere sein Porträt im Menü RB, danach klicke auf das gewählte Segment.	Pour déplacer une équipe BR, sélectionnez son portrait dans le panneau BR puis cliquez sur le segment de votre choix.	如果你想要移动维修小队， 请在维修界面中选择其肖像， 然后单击您选择的区域。	Para mover uma equipa ER, selecione o seu retrato no painel de ER e depois faça um clique sobre o segmento selecionado.	Чтобы переместить команду РБ, отметьте ее портрет на панели РБ, а затем нажмите на выбранный сегмент.	Para mover el equipo ER, señale su prioridad en el panel de ER y después haga un clic sobre el segmento seleccionado.
TutorialDamageControl_24	The team will choose a path to that location and follow it.	Brygada wybierze drogę do tego miejsca i będzie nią podążać.	Die Reparaturbrigade wird sich den Weg zu diesem Platz machen.	L'équipe choisira un chemin vers cet emplacement et le suivra.	该团队将选择通往该位置的路径并遵循指令。	A equipa partirá a caminho desse lugar.	Бригада выберет путь к этому месту и будет следовать по нему.	El Equipo elegirá el camino hasta dicho lugar y lo seguirá.
TutorialDamageControl_25	DC teams can fix almost any kind of damage on and below deck.	Brygady Naprawcze potrafią naprawić prawie każdy rodzaj uszkodzenia pod Pokładem.	Die Reparaturbrigaden können fast jede Beschädigung unter dem Deck reparieren.	Les équipes BR peuvent réparer presque tous les types de dommages sur et sous le pont.	维修小队可以修复甲板上方和下方几乎所有类型的损坏。	As Equipas de reparação sabem reparar quase qualquer tipo de danificação debaixo do bordo.	Ремонтные Бригады способны справиться почти с каждым повреждением под Палубой.	Los Equipos de Reparación saben reparar casi cualquier tipo de daño por debajo de la Cubierta.
TutorialDamageControl_26	Enter the Sections view below deck by pressing 2.	Wejdź do widoku sekcji pod Pokładem, naciskając 2.	Gehe zur Ansicht der Sektion unter dem Deck, indem du 2 drückst.	Accédez à la vue des sections sous le pont en appuyant sur 2.	按 2 可以进入甲板下方的剖面视图。	Entre na vista de secção debaixo do bordo apertando em 2.	Перейдите в режим просмотра секции под Палубой, нажимая 2.	Entre en la vista de la secciones por debajo de la Cubierta apretando la tecla 2.
TutorialDamageControl_27	There, you can send DC to put out fires,	Tam można wysłać BN do gaszenia pożarów,	Dort kann man RB zur Brandlöschung schicken,	Vous pouvez y envoyer des BR pour éteindre des incendies,	在那里， 您可以派出维修小队进行灭火，	Ali, pode enviar uma ER para extinguir um incêndio,	Сюда можно отправить РБ для тушения пожаров,	Allí, los ER se pueden enviar a apagar los incendios.
TutorialDamageControl_28	fix malfunctions,	usuwać usterki,	Störungen beheben,	éliminer des dysfonctionnements,	修复故障，	eliminar avarias,	устранения неполадок,	eliminar fallos,
TutorialDamageControl_29	rescue injured crew,	ratować ranną załogę,	verletzte Mannschaftsmitglieder retten	sauver des membres d'équipage blessés,	对受伤的船员进行救治，	salve uma tripulação lesionada,	спасения раненого экипажа,	rescatar a los tripulantes lesionados,
TutorialDamageControl_30	and repair segments destroyed after enemy attacks.	i naprawiać segmenty zniszczone w wyniku ataków wroga.	und die Segmente, die infolge der feindlichen Angriffe beschädigt wurden, reparieren.	et réparer les segments détruits par les attaques ennemies.	并修复因敌人攻击而被破坏的部分。	e reparar os segmentos destruídos por um ataque inimigo.	а также ремонта сегментов, разрушенных в результате вражеских нападений.	reparar los segmentos destruidos en consecuencia de ataques enemigos.
TutorialDamageControl_31	[OBSOLETE] Enter the Deck view by pressing 1.	Wejdź do widoku Pokładu, naciskając 1.	Gehe zur Deckansicht, indem du 1 drückst.	Accédez à la vue du pont en appuyant sur 1.	按 1 进入甲板视图。	Entre na vista de bordo apertando o botão 1.	Перейдите в режим просмотра Палубы, нажимая 1.	Entre en la vista de Cubierta apretando la tecla 1.
TutorialDamageControl_32	[OBSOLETE] There, DC can be sent to move plane wrecks off the flight deck.	Zespoły BN mogą być wysłane, żeby usunąć wrak samolotu z Pokładu.	Dort kann man RB zur Entfernung der Flugzeugwracks vom Deck schicken.	Les BR peuvent être envoyés pour déplacer des épaves d'avion hors du pont d'envol.	在那里， 你可以派出维修小队将飞机残骸从飞行甲板上移走。	Ali, pode enviar uma ER para eliminar os destroços de aviões do bordo.	Команды РБ могут быть отправлены для устранения обломка самолета с Палубы.	Los equipos ER puede ser enviados para retirar un casco de avión de la cubierta.
TutorialDamageControl_33	You can leave DC teams in one of two key sections	Zespoły BN można pozostawić w jednej z dwóch kluczowych sekcji	Die RB-Teams können in einer der zwei wichtigsten Sektionen bleiben,	Vous pouvez laisser les équipes de BR dans l'une des deux sections clés suivantes	您可以将维修小队留在两个关键部分之一	Pode deixar uma equipa ER em duas secções principais	Команды РБ можно оставить в одной из двух ключевых секций	Los equipos ER se pueden dejar en una de las secciones clave
TutorialDamageControl_34	in order to prevent damage from getting out of hand.	w celu zapobiegania rozprzestrzeniania się uszkodzeń.	um zu verhindern, dass sich die Störungen ausweiten.	afin d'éviter que les dégâts ne deviennent incontrôlables.	以免那个部分损坏严重。	para prevenir a propagação das danificações.	для предотвращения распространения повреждений.	para prevenir la propagación de fallos.
TutorialDamageControl_35	Automated teams assigned the right duties will wait there by default.	Domyślnie będą tam czekać zautomatyzowane zespoły, którym przydzielono odpowiednie obowiązki.	Dort werden standardmäßig automatisierte Teams warten, denen entsprechende Aufgaben zugeteilt wurden.	Les équipes automatisées auxquelles on a assigné les bonnes tâches y attendront par défaut.	默认情况下， 自动分配了职责的团队将在那里等待执行任务。	De maneira preconfigurada, lá vão esperar equipas automatizadas, que já têm ordens adequadas.	По умолчанию там будут ждать автоматизированные команды, которым назначены соответствующие обязанности.	De manera preconfigurada, van a esperar allí equipos automatizados, con tareas asignadas.
TutorialDamageControl_36	Leaving a DC team in any segment in the Pumps section	Pozostawienie zespołu BN w dowolnym segmencie w sekcji Pomp	Das Hinterlassen des RB-Teams im beliebigen Segment in der Sektion Pumpen	Laisser une équipe BR dans n'importe quel segment de la section Pompes	在水泵区域的任何部分放置一个维修小队，	O feito de deixar uma equipa ER em qualquer segmento da secção das bombas	Помещение команды РБ в любом сегменте в секции Насосов	Al dejar un equipo ER en cualquier segmento en la sección de Bombas,
TutorialDamageControl_37	reduces both the speed of flooding within flooded segments	zmniejsza zarówno szybkość zalewania w obrębie zalanych segmentów	wird sowohl die Geschwindigkeit der Überflutung innerhalb der überfluteten Segmente	réduit à la fois la vitesse de l'inondation dans les segments inondés	可以降低淹水段内的淹水速度	diminui tanto a rapidez da inundação nas proximidades dos segmentos inundados,	снижает скорость затопления в пределах затопленных сегментов	se reduce tanto la velocidad de inundación en los segmentos ya inundados, como
TutorialDamageControl_38	and the likelihood of floodwater spreading to neighboring segments.	oraz prawdopodobieństwo rozprzestrzeniania się powodzi na sąsiednie segmenty.	als auch die Wahrscheinlichkeit der Ausbreitung der Überflutung auf die benachbarten Segmente reduzieren.	et la probabilité que les eaux de crue se propagent aux segments voisins.	以及洪水扩散到邻近路段的可能性。	como a probabilidade de a inundação se espalhar a aos segmentos vizinhos.	и вероятность распространения воды в соседние сегменты.	la probabilidad de propagarse la inundación a los segmentos vecinos.
TutorialDamageControl_39	Leaving a DC team in any segment of the Maintenance section	Pozostawienie zespołu BN w dowolnym segmencie Sekcji Naprawczej	Das Hinterlassen des RB-Teams im beliebigen Segment in der Sektion Reparaturen	Laisser une équipe de BR dans n'importe quel segment de la section Maintenance	在维护区域的任何部分放置一个维修小队	O feito de deixar uma equipa ER em qualquer segmento da  Secção de reparação,	Размещение команды РБ в любом сегменте Ремонтной Секции	Al dejar un equipo ER en cualquier segmento de la Sección de Reparación,
TutorialDamageControl_40	will significantly reduce the spread of technical malfunctions.	znacznie ograniczy rozprzestrzenianie się awarii technicznych.	wird die Ausbreitung der technischen Störungen erheblich eingrenzen.	réduira de manière significative la propagation des dysfonctionnements techniques.	将显着减少技术故障的蔓延。	limitará de maneira significativa o espalhamento das avarias técnicas.	значительно ограничит распространение технических неисправностей.	se limita de manera considerable la propagación de averías técnicas.
